TeamId;ES L1 LW;ES L1 C;ES L1 RW;ES L1 LD;ES L1 RD;ES L2 LW;ES L2 C;ES L2 RW;ES L2 LD;ES L2 RD;ES L3 LW;ES L3 C;ES L3 RW;ES L3 LD;ES L3 RD;ES L4 LW;ES L4 C;ES L4 RW;ES L4 LD;ES L4 RD;PP5on4 L1 LW;PP5on4 L1 C;PP5on4 L1 RW;PP5on4 L1 LD;PP5on4 L1 RD;PP5on4 L2 LW;PP5on4 L2 C;PP5on4 L2 RW;PP5on4 L2 LD;PP5on4 L2 RD;PP5on3 L1 LW;PP5on3 L1 C;PP5on3 L1 RW;PP5on3 L1 LD;PP5on3 L1 RD;PP5on3 L2 LW;PP5on3 L2 C;PP5on3 L2 RW;PP5on3 L2 LD;PP5on3 L2 RD;PP4on3 L1 F1;PP4on3 L1 F2;PP4on3 L1 LD;PP4on3 L1 RD;PP4on3 L2 F1;PP4on3 L2 F2;PP4on3 L2 LD;PP4on3 L2 RD;PK4on5 L1 F1;PK4on5 L1 F2;PK4on5 L1 LD;PK4on5 L1 RD;PK4on5 L2 F1;PK4on5 L2 F2;PK4on5 L2 LD;PK4on5 L2 LD;PK4on5 L3 F1;PK4on5 L3 F2;PK4on5 L3 LD;PK4on5 L3 LD;PK3on5 L1 F1;PK3on5 L1 LD;PK3on5 L1 RD;PK3on5 L2 F1;PK3on5 L2 LD;PK3on5 L2 LD;PK3on4 L1 F1;PK3on4 L1 LD;PK3on4 L1 RD;PK3on4 L2 F1;PK3on4 L2 LD;PK3on4 L2 LD;4on4 L1 F1;4on4 L1 F2;4on4 L1 LD;4on4 L1 RD;4on4 L2 F1;4on4 L2 F2;4on4 L2 LD;4on4 L2 LD;3on3 L1 F1;3on3 L1 LD;3on3 L1 RD;3on3 L2 F1;3on3 L2 LD;3on3 L2 LD;Shootout 1;Shootout 2;Shootout 3;Shootout 4;Shootout 5;Goalie 1;Goalie 2;Extra Attacker 1;Extra Attacker 2;
59;5929;3150;2112;5769;1426;3116;207;3106;343;6188;6477;3250;5890;1858;5546;1262;2073;5883;;;3116;3250;3106;5769;5546;5929;3150;1262;1858;6188;3116;3250;3106;5769;5546;5929;3150;1262;1858;6188;3106;3250;3116;5769;3150;1262;1858;5546;207;5929;343;1426;2112;3150;5769;6188;5890;2073;1858;5546;5929;343;1426;207;5769;6188;5929;343;1426;207;5769;6188;5929;3150;5769;1426;207;2112;343;6188;5929;3150;1426;207;2112;6188;3250;2112;3150;1262;3106;2756;4868;3150;207;
60;74;3310;2867;2723;3292;3730;3414;2938;5942;3252;6108;3291;3443;3814;5924;3334;1484;5941;;;3730;3310;3334;2867;2723;74;3414;2938;5941;5942;3730;3310;3334;2867;2723;74;3414;2938;5941;5942;3334;3310;2867;2723;5941;2938;3730;5942;74;3443;3814;5924;3291;3414;2723;3292;6108;1484;5942;3252;3443;3814;5924;74;2723;3292;3443;3814;5924;74;2723;3292;2938;2867;2723;3292;3443;3310;5942;3252;2938;2867;2723;3443;3310;5942;5941;3310;2867;3291;2938;102;455;5941;2867;
62;1602;3812;107;2067;1943;3126;3514;2927;3232;1311;1887;5927;2451;2015;3820;2117;3287;6620;;;1887;3812;3287;2067;3232;3126;3514;107;2927;2015;1887;3812;3287;2067;3232;3126;3514;107;2927;2015;3287;1887;107;2067;2927;3126;2451;3232;3812;1602;1311;1943;3126;107;2067;3820;2451;2927;3232;2015;1602;1311;1943;3812;2067;3820;1602;1311;1943;3812;2067;3820;107;1602;2067;1943;2927;3126;3232;1311;107;1602;2067;2927;3126;3232;1887;3287;1602;2117;5927;3656;863;1602;2927;
63;8743;6898;9419;6795;9423;7315;7933;7339;7909;7806;7888;9041;7790;8917;7891;9072;7918;7947;;;8743;6898;7339;6795;9423;7888;7933;9419;7790;7909;8743;6898;7339;6795;9423;7888;7933;9419;7790;7909;8743;6898;7339;6795;9419;7933;7790;9423;7339;9419;6795;9423;7790;8743;7909;7806;6898;9041;8917;7891;9419;6795;9423;7339;7909;7806;9419;6795;9423;7339;7909;7806;6898;8743;6795;9423;7339;9419;7909;7806;6898;8743;6795;7339;9419;9423;8743;9419;7933;7339;9423;8476;8474;8743;6898;
64;7876;6893;7243;7332;8363;8376;7870;8444;9434;7581;8421;9232;9028;8517;7866;8907;8403;8389;;;7876;6893;7243;7332;9434;8376;7870;8444;8517;8363;7876;6893;7243;7870;7332;8376;9232;8444;9434;8517;7870;6893;7243;7332;8376;7876;8517;9434;6893;7243;7332;7581;7870;7876;9434;7866;8376;9028;8517;8363;7243;7332;7581;6893;9434;7866;7243;7332;7581;6893;9434;7866;7243;6893;7332;7581;7876;7870;9434;8363;7243;6893;7332;7876;7870;9434;7243;6893;7332;7870;8421;7908;8404;6893;7243;
65;6822;8383;9283;9457;8734;8725;9063;9281;9965;8709;8471;8698;7791;8719;8371;8966;8714;;;;6822;9063;9283;8734;9457;8471;8383;9281;8719;9965;6822;9063;9283;8734;9457;8471;8383;9281;9965;8719;9283;6822;9457;8734;7791;8471;8719;9965;8725;6822;9457;8734;9283;8966;8371;8709;7791;8471;9965;8719;6822;9457;8734;8725;8371;8709;6822;9457;8734;8725;8371;8709;8725;6822;9457;8734;8471;9283;9965;8709;8725;6822;8734;8471;9283;9457;6822;8734;9457;7791;9965;7911;8953;6822;8734;
66;7261;7304;6895;6789;7784;7846;8362;9389;7945;7595;8507;7822;7844;8479;9005;;;;;;7261;7304;9389;6789;7945;6895;8362;7844;7595;9005;7261;7304;9389;6789;7945;6895;8362;7844;7595;9005;7304;7261;9389;6789;6895;7844;7595;7945;7846;6895;7945;7784;7844;7261;6789;7595;7822;7304;8479;9005;7846;7945;7784;6895;6789;7595;7846;7945;7784;6895;6789;7595;7304;7261;6789;7784;9389;6895;7945;7595;7304;7261;6789;9389;6895;7945;7261;9389;6789;7304;7846;7598;7840;7261;7304;
67;7393;8732;9317;7894;9399;7354;7953;7342;7925;8117;7938;8408;8415;7873;8485;7326;8713;8456;;;7354;8732;9317;9399;7894;7326;7953;7393;8408;7925;7354;8732;9317;7894;9399;7326;7953;7393;8408;7925;8732;9317;7894;9399;8408;7953;7354;7925;7938;8732;7925;9399;8415;7393;7873;8117;7342;9317;8485;7894;7938;7925;9399;8732;7873;8117;7938;7925;9399;8732;7873;8117;8732;9317;7894;9399;7354;7393;7925;8117;8732;9317;9399;7354;7393;7894;9317;9399;7326;7393;8732;6824;7269;9317;9399;
68;7300;8740;7883;7379;9405;9948;9371;9947;7312;7839;9241;7797;8437;7935;7954;8477;8504;8400;;;7300;8740;9947;7379;9405;9948;9371;7883;7312;7954;7300;8740;9947;9405;7379;9948;9371;7883;7312;7954;7300;8740;7379;9405;9371;9947;7883;7312;9241;9371;7312;7839;8740;7883;7935;7954;8504;7797;7379;9405;9371;7312;7839;9241;7935;7954;9371;7312;7839;9241;7935;7954;9371;8740;7379;9405;7883;7300;7312;7839;9371;8740;9405;7883;7300;7379;7883;8740;7300;9371;9405;6905;7816;8740;7883;
69;6849;8478;6820;9322;9352;7301;9077;8452;8359;7863;9280;9064;9242;7793;8428;9035;8976;9066;;;6849;8478;6820;7301;8359;9280;9077;8452;7793;9322;6849;8478;6820;7301;8359;9280;9077;8452;7793;9322;6849;6820;7301;8359;9280;8478;9322;7793;6849;6820;9322;9352;7301;9242;8359;7863;8478;8452;7793;8428;6820;9322;9352;6849;8359;7863;6820;9322;9352;6849;8359;7863;6849;6820;9322;9352;8478;7301;8359;7863;6849;6820;9322;8478;7301;9352;6820;6849;7301;8478;9066;6939;7864;6820;6849;
70;9416;9411;6766;7365;7336;7330;7926;9282;9421;9400;8440;7805;9055;9402;7889;8967;9231;8940;;;9416;9411;6766;7336;7365;7330;7926;9055;9400;7889;9416;9411;6766;7365;7336;7330;7926;9055;7889;9400;9411;6766;7336;7365;9416;7926;7889;9400;9416;7330;9421;7336;9411;6766;7365;9400;9231;7926;9402;7889;9416;9421;7336;7330;7365;9400;9416;9421;7336;7330;7365;9400;6766;9416;7365;7336;7926;9411;9421;9400;6766;9416;7365;7926;9411;7336;9416;9411;7926;9400;6766;7409;8367;9416;7926;
71;7303;6202;9409;7812;6755;7900;7270;9397;9239;7934;7246;7835;7392;9243;8710;8700;8724;7887;;;7303;6202;7392;6755;9243;7246;7270;9409;8724;7934;7303;6202;7392;9409;6755;7246;7270;8724;8700;9243;7392;7303;7246;6755;6202;9409;8724;9243;9409;7303;7812;7934;6202;7887;9239;8710;9397;7900;9243;6755;7303;7812;7934;9409;9239;8710;7303;7812;7934;9409;9239;8710;9409;7303;7812;6755;9397;6202;9239;7934;9409;7303;6755;9397;6202;7934;6202;6755;7303;7392;9409;6821;9347;7303;6202;
72;7865;7275;8449;7296;7333;9059;9438;9234;8377;8708;8908;7923;8379;8931;9020;;9010;;;;7865;7275;8449;7923;7333;9059;9438;9234;7296;8708;7865;7275;8449;7923;7333;9059;9438;9234;7296;8708;7923;7275;8449;7333;7865;9234;9438;7296;7275;9438;8377;7333;8379;9234;7296;8708;8449;7923;8931;9020;9438;8377;7333;7275;7296;8708;9438;8377;7333;7275;7296;8708;9438;7275;7296;7333;8449;7923;8377;8708;9438;7275;7333;8449;7923;7296;8449;7275;7923;7333;9438;8711;7849;7275;9438;
73;7369;8179;7924;7861;9237;8519;7803;9254;8159;9228;8453;9233;8443;7854;9256;8962;8484;8386;;;7369;8179;7924;7861;7854;8519;9233;9254;7803;9256;7369;8179;7924;7861;7854;8519;9233;9254;7803;9256;7369;8179;9233;7861;8386;7803;7924;7854;7369;8179;8159;9237;7803;8519;7854;9228;8443;8484;7861;9256;8179;8159;9237;7369;7854;9228;8179;8159;9237;7369;7854;9228;7369;8179;7861;9237;7803;8519;8159;9228;7369;8179;7861;7803;8519;8159;7369;8179;7854;7803;7861;9350;8429;8179;7369;
74;7817;7244;9393;6840;6740;7956;7372;8399;8970;9285;8510;7912;9364;9074;9255;7371;7804;7252;;;7956;7244;9364;6840;6740;7817;7912;9393;8399;9285;7956;7244;9364;7912;6840;7817;7372;9393;8399;6740;9364;7244;7912;6840;7817;7956;9393;6740;7252;8510;6840;6740;9393;7817;8970;9255;7371;8399;9285;9074;7252;6840;6740;8510;8970;9255;7252;6840;6740;8510;8970;9255;7817;7244;6840;6740;8399;9393;8970;9285;7817;7244;6840;8399;9393;6740;7244;9393;6840;9364;8399;7389;8442;7244;7817;
75;9394;6794;7286;7241;8943;7937;9403;9426;7794;8979;8390;7798;9412;7815;9966;8366;7830;8964;;;9394;6794;9426;9403;7794;7937;7830;7286;7798;7241;9394;6794;9426;9403;7794;7937;7830;7286;7798;7241;9426;6794;9403;7241;7830;9394;7798;7794;9412;7286;7794;8943;6794;9394;7241;8979;7798;9403;7815;9966;7286;7241;8943;9412;7794;8979;7286;7241;8943;9412;7794;8979;9403;6794;7241;8943;9394;7286;7794;8979;9403;6794;7241;9394;7286;7794;7286;6794;7798;9426;9394;7237;9060;6794;9403;
76;7291;7382;9390;9456;7338;7882;7862;7355;7842;9356;7884;;;7368;7390;7874;7800;7792;;;7291;7862;7355;9456;9356;7882;7382;9390;7338;7842;7291;7862;7355;9456;9356;7882;7382;9390;7338;7842;7355;7291;9356;9456;9390;7882;7842;7338;7382;7291;7368;7390;9390;7792;9456;7338;;7884;7842;9356;7291;7368;7390;7382;9456;7338;7291;7368;7390;7382;9456;7338;9390;7291;9456;7338;7382;7355;7842;9356;9390;7291;9456;7382;7355;7338;7291;9390;9456;7382;7355;8420;9034;7291;9390;
77;7350;6739;9324;8119;7821;8397;7281;7910;7885;8706;8455;9007;8501;9236;9029;8486;9031;9258;;;7350;6739;9324;7910;8119;8397;7281;8501;7885;9236;7350;6739;9324;7910;8119;8397;7281;8501;7885;9236;7350;6739;9324;8119;8397;7910;7281;7885;7350;6739;7885;7821;8486;8501;9236;8706;7281;9324;8119;9029;6739;7885;7821;7350;9236;8706;6739;7885;7821;7350;9236;8706;7350;6739;8119;7821;7910;9324;7885;8706;7350;6739;8119;7910;9324;7885;6739;9324;7281;7910;7350;8133;8939;6739;7910;
78;6806;6788;6882;7276;6242;9413;9422;;8707;9428;8419;9076;7867;7824;;8960;8935;8934;;;6806;6788;6882;9422;7276;9413;8419;;6242;9428;6806;6788;6882;9422;7276;9413;8419;;6242;9428;9422;6788;6806;7276;9413;6882;8419;6242;6806;;7276;6242;9422;6882;7824;9428;9413;6788;8707;;;7276;6242;6806;7824;9428;;7276;6242;6806;7824;9428;6806;6788;7276;6242;6882;9422;7824;9428;6806;6788;7276;6882;9422;6242;6806;6788;9413;9422;6882;9247;8499;6806;6788;
79;7272;7294;7314;6752;9454;7841;7813;9446;9392;7386;8715;9019;7796;8454;7343;9081;8417;8365;;;7272;7813;7314;9392;6752;7841;7294;9446;9454;7343;7272;7813;7314;6752;9392;7841;7294;9446;9454;7343;7841;7272;9392;6752;9446;7314;7813;9454;7272;7314;9454;7386;7796;9446;6752;7343;7841;7294;8454;9392;7272;9454;7386;7314;6752;7343;7272;9454;7386;7314;6752;7343;7314;7272;6752;7386;7294;9446;9454;7343;7314;7272;6752;7294;9446;9454;7314;7272;6752;7294;9454;7904;7596;7272;7314;
80;6864;7320;9401;7859;9396;6801;7239;7285;7848;7906;7394;6777;7782;7580;8158;7356;7818;9378;;;6864;6777;7782;7320;7859;6801;7239;9401;7394;9396;6864;6777;7782;7320;7859;6801;7239;9401;7394;9396;6864;6777;7320;7859;6801;7239;7782;9396;9401;6801;7848;8158;7320;6864;7859;9396;7239;7285;7580;7906;6801;7848;8158;9401;7859;9396;6801;7848;8158;9401;7859;9396;6864;7320;7859;9396;6801;7239;7848;7906;6864;7320;7859;6801;7239;9396;6801;7320;7239;7782;6777;8956;8991;7320;6801;
81;7337;6751;8741;9257;7353;7383;8385;7948;7919;7932;7940;8468;7950;8975;9047;8357;8458;8952;;;7337;6751;8741;8385;7353;7940;8468;7948;8357;9257;7337;6751;8741;8385;7353;7940;8468;7948;8357;9257;8741;6751;8385;7353;7940;7337;8357;9257;7337;6751;9047;7353;8741;7948;9257;7932;8458;7383;7919;8975;6751;9047;7353;7337;9257;7932;6751;9047;7353;7337;9257;7932;8741;6751;9257;7353;8385;7337;7919;7932;8741;6751;7353;8385;7337;9257;8741;8385;6751;7337;7353;9391;8450;6751;8741;
82;8398;6827;7944;6861;7397;7786;6841;9436;8497;7593;8522;9440;8351;8464;8911;8372;9450;9000;;;8522;6827;7944;6861;8497;8398;9440;8351;9450;7593;8522;6827;7944;6861;8497;8398;9440;8351;9450;7593;9440;6827;9450;6861;8522;7944;7593;8497;6841;7944;6861;7397;9436;9450;8497;7593;8398;6827;8464;8911;6841;6861;7397;7944;8497;7593;6841;6861;7397;7944;8497;7593;6841;6827;6861;7397;9450;9440;8497;7593;6841;6827;6861;9450;9440;7397;6861;7944;6827;9450;6841;7271;8511;6827;6861;
83;7347;6744;7279;7259;7242;7352;7311;7898;7843;7852;9437;7828;7845;7928;7307;8929;9008;7823;;;7347;6744;7279;7259;7242;7352;7311;7898;7307;7852;7347;6744;7279;7259;7242;7352;7311;7898;7307;7852;7279;7347;7242;7259;7898;6744;7852;7307;6744;9437;7843;7242;7898;7352;7259;7928;7828;7311;7307;7852;9437;7843;7242;6744;7259;7928;9437;7843;7242;6744;7259;7928;6744;7347;7259;7242;7898;7279;7843;7852;6744;7347;7242;7898;7279;7852;7352;7898;7347;7259;6744;9292;8938;7347;6744;
84;9314;7268;6765;7832;8160;7838;9452;7282;9230;8411;9238;8465;7405;8712;7795;9240;9235;9265;;;9314;7268;6765;9452;7832;7838;8465;7282;9238;9230;9314;7268;6765;9452;7832;7838;8465;7282;9238;9230;6765;7268;9314;7832;7282;9452;7838;9230;6765;7838;7832;8411;9314;7268;7795;8160;9452;7282;9230;8712;6765;7832;8411;7838;7795;8160;6765;7832;8411;7838;7795;8160;9314;6765;7832;8160;7282;7268;9230;8411;9314;6765;7832;7282;7268;9230;6765;7838;9452;7268;9314;7855;9004;9314;6765;
85;9334;7207;7742;7092;6597;7213;6703;7190;7141;7176;8315;8789;8256;7153;8137;7662;8845;7661;;;9334;7207;7742;6597;7176;7213;6703;7190;7153;7092;9334;7207;7742;6597;7176;7213;6703;7190;7153;7092;7207;6703;9334;6597;7213;7742;7153;7176;8256;7207;7092;7141;9334;6703;7153;6597;7213;7742;7176;8137;7207;7092;7141;8256;7153;6597;7207;7092;7141;8256;7153;6597;6703;7207;7092;6597;7742;9334;7141;7176;6703;7207;6597;7742;9334;7176;6703;6597;7742;7207;9334;7142;9353;7207;9334;
86;9382;6705;6607;7205;7158;9381;7701;7128;9961;;7656;7629;7647;9249;8901;7672;8831;7692;;;9381;7701;6607;9382;7205;7656;6705;7128;7692;9961;9381;7701;6607;9382;7205;7656;6705;7128;7692;9961;9381;6607;9382;7205;7701;7128;7656;9961;6705;7647;7205;7158;7701;9382;9961;;8831;7629;8901;9249;6705;7205;7158;7647;9961;;6705;7205;7158;7647;9961;;9382;6607;7205;7158;7701;6705;9961;;9382;6607;7205;7701;6705;9961;9382;6607;9381;7701;6705;9287;8322;6607;9382;
87;7169;9308;9368;6600;6629;7150;7655;7720;9375;7669;7651;7634;7697;8727;7729;8318;8288;8839;;;7655;9308;7720;6629;6600;7169;8288;9368;7651;9375;7655;9308;7720;6629;6600;7169;8288;9368;7651;9375;7655;9308;6600;6629;7720;7169;7651;9375;7169;9308;6600;6629;7634;7150;9375;7729;7697;9368;8727;7669;9308;6600;6629;7169;9375;7729;9308;6600;6629;7169;9375;7729;7169;9308;6600;6629;9368;7655;9375;7669;7169;9308;6629;9368;7655;6600;9308;6629;7169;7655;9368;6687;7628;9308;7169;
88;6662;6709;9435;9950;6621;7140;7707;6720;9293;7183;7186;7682;7689;9277;9304;8212;8242;8255;;;7682;6709;6720;6621;7183;7140;7707;9435;7186;9950;7682;6709;6720;6621;7183;7140;7707;9435;7186;9950;6720;6709;9435;6621;7682;7707;7140;7183;7140;7186;9277;7183;6662;6709;9293;6621;9435;8212;9950;9304;7140;9277;7183;7186;9293;6621;7140;9277;7183;7186;9293;6621;6662;6709;9950;6621;9435;6720;9293;7183;6662;6709;6621;6720;9435;7183;9435;6720;6621;6709;7707;8165;9944;6709;9435;
89;7105;9383;9340;9377;7718;7230;6728;7708;9288;8673;7653;8313;7660;8751;8248;7772;7750;7624;;;7105;6728;9340;9383;9377;7660;7653;7708;7230;7718;7105;6728;9340;9383;9377;7660;7653;7708;7718;8673;6728;7105;9340;9377;7708;9383;7660;7718;7105;9383;7718;8673;7772;7230;9377;8248;7653;6728;9288;8751;7105;7718;8673;9383;9377;8248;7105;7718;8673;9383;9377;8248;9383;7105;9377;8673;6728;9340;7718;8248;9383;7105;9377;6728;9340;7718;7105;6728;9383;7718;9340;7716;9226;7105;9383;
90;9345;6666;6641;7700;8282;7137;8217;9385;7685;7757;7744;8854;8825;7676;8722;8747;8893;8777;;;7137;6666;6641;9385;7676;7744;8217;9345;8282;8722;7137;6666;6641;9385;7676;7744;8217;9345;8282;8722;6641;6666;7137;7676;7744;9385;9345;8282;6641;9345;7700;7757;9385;7137;7685;7676;6666;7744;8722;8282;9345;7700;7757;6641;7685;7676;9345;7700;7757;6641;7685;7676;6641;6666;7700;7757;7137;9345;7685;8282;6641;6666;7700;9385;9345;7685;6641;6666;7744;9345;9385;9227;8794;6641;9345;
91;7077;8744;6677;7204;7162;7645;8329;7674;7119;7764;8303;8298;7683;9408;7665;7765;;8260;;;7077;8744;6677;7204;7119;7645;8298;8260;7162;7764;7077;8744;6677;7204;7119;7645;8298;8260;7162;7764;6677;8744;7119;7204;7645;7077;7764;7162;8744;7077;9408;7665;8303;6677;7119;7162;8329;7645;7204;7764;7077;9408;7665;8744;7119;7162;7077;9408;7665;8744;7119;7162;6677;8744;7204;7162;7645;7077;7119;7764;6677;8744;7162;7645;7077;7204;8744;7077;7204;7764;7645;9274;8768;8744;7077;
92;9374;6574;9316;8197;7702;7693;9417;7625;8904;8859;7640;7643;7684;8800;8850;8235;8196;7752;;;9316;9417;9374;6574;8197;7640;7643;7625;7693;7702;9316;9417;9374;6574;8197;7640;7643;7625;7693;7702;9417;9374;6574;8197;7640;9316;7643;7702;9316;6574;8197;8859;7625;7643;8904;8800;9417;9374;8850;7702;6574;8197;8859;9316;7702;8800;6574;8197;8859;9316;7702;8800;9316;6574;8197;7702;9417;9374;8904;8859;9316;6574;8197;9417;9374;7702;9316;9417;6574;9374;7693;9379;8869;9316;9417;
93;6587;7165;7217;8680;7074;8781;9448;8276;7600;7659;8814;8232;8888;8264;8900;7650;8265;8262;;;6587;7165;7217;9448;7074;8781;8276;8262;7650;7659;6587;7165;7217;9448;7074;8781;8276;8262;7650;7659;7165;6587;9448;7074;8276;7217;7650;7659;7165;6587;8264;7074;8232;9448;8680;7659;8814;8781;8900;7600;6587;8264;7074;7165;8680;7659;6587;8264;7074;7165;8680;7659;7165;6587;8680;7074;7217;9448;8264;7659;7165;6587;7074;7217;9448;7659;6587;7165;7074;9448;7217;9273;8320;6587;7165;
94;8735;7157;7179;6595;7212;7135;7725;6639;9433;8723;7774;7108;8876;8261;8285;7680;7671;7769;;;8735;7157;6639;7135;7212;7774;7108;7179;6595;9433;8735;7157;6639;7135;7212;7774;7108;7179;6595;9433;7135;8735;7157;7212;7108;6639;7179;6595;7157;7179;9433;8285;6639;7725;6595;7212;7774;8735;8261;8723;7157;9433;8285;7179;6595;7212;7157;9433;8285;7179;6595;8723;7135;8735;6595;7212;7157;7179;9433;8723;7135;8735;6595;7157;7179;7212;8735;7157;7135;6639;6595;7630;8314;8735;7157;
95;7209;7099;7642;6644;6582;7121;7699;7691;8306;7168;7768;7723;7138;8787;8289;7738;9407;8281;;;7209;7099;7138;6582;8306;7121;7699;7642;9407;7168;7209;7099;7138;6582;8306;7121;7699;7642;9407;7168;7209;7099;7699;6582;7121;9407;7138;8306;7723;7209;6644;6582;7768;7121;8306;7168;9407;7099;8787;8289;7209;6644;6582;7723;8306;7168;7209;6644;6582;7723;8306;7168;7209;7099;6644;6582;7768;7121;8306;7168;7209;7099;6582;7768;7121;6644;7099;7699;7209;7121;6582;9279;9954;7099;7209;
96;7739;6588;6576;7192;7704;6647;9373;6659;9276;8218;7221;7133;7136;8343;8233;8275;7668;7102;;;7739;6588;6576;9373;7192;6647;7668;6659;7704;8343;7739;6588;6576;9373;7192;6647;7668;6659;7704;8343;6576;6588;9373;7192;7668;7739;6647;7704;7221;6588;7192;7704;6647;6576;9276;8233;7136;9373;8343;8218;6588;7192;7704;7221;9276;8233;6588;7192;7704;7221;9276;8233;6576;6588;7192;7704;6659;9373;9276;8218;6576;6588;7704;6659;9373;7192;6588;6576;7668;7704;6659;7735;8820;6588;6576;
97;8270;9306;9365;7705;7182;8229;8192;8274;9369;7210;7673;7714;8207;7559;8272;8337;8210;8326;;;8229;9306;9365;7210;7182;7673;8192;8274;9369;7705;8229;9306;9365;7182;7210;7673;8192;8274;9369;7705;9306;9365;7182;7210;8229;8192;7705;9369;7714;9306;7559;7182;9365;8274;8272;7210;7673;8192;7705;9369;7714;7559;7182;9306;8272;7210;7714;7559;7182;9306;8272;7210;9365;9306;7705;7182;7714;8192;9369;7210;9365;9306;7182;7714;8192;7210;9306;9365;7182;7210;8192;7654;7666;9306;9365;
98;9370;6724;7177;7681;7151;7776;7626;7112;;8674;8198;7663;7679;8823;8699;7154;8846;8776;;;9370;6724;7177;7776;7151;8198;7663;7679;7626;7681;9370;6724;7177;7776;7151;8198;7663;7679;7626;7681;6724;7177;7776;7151;9370;7679;7663;7681;6724;7154;7681;8674;7663;7112;;8699;7626;8198;8823;7151;7154;7681;8674;6724;;8699;7154;7681;8674;6724;;8699;7177;6724;7681;7151;7776;7112;;8674;7177;6724;7151;7776;7112;7681;7663;7177;6724;7626;7776;9367;6581;6724;7177;
99;7101;6702;7741;6614;7201;7107;6657;8331;7710;8718;7711;6591;7736;8833;9263;8346;9439;9443;;;7101;6702;7741;9443;6614;7107;6591;8331;6657;7201;7101;6702;7741;9443;6614;7107;6591;8331;6657;7201;9443;6702;6591;6614;6657;7101;9439;7201;6591;6657;6614;7201;9439;7101;7710;8718;6702;7107;8833;9263;6657;6614;7201;6591;7710;8718;6657;6614;7201;6591;7710;8718;6657;6702;6614;7201;9439;6591;7710;8718;6657;6702;6614;9439;6591;7201;9443;6657;6591;9439;6702;7078;7218;9439;6702;
100;9376;6716;7232;9380;8200;7730;7123;7076;8683;8280;8266;8324;8333;8667;8801;8853;7779;8782;;;9376;6716;7232;7730;9380;8266;8324;7076;7123;8200;9376;6716;7232;7730;9380;8266;8324;7076;7123;8200;9376;6716;7730;9380;7123;8324;7779;8200;9376;7123;8683;9380;7076;7232;8667;8200;6716;7730;8801;8280;9376;8683;9380;7123;8667;8200;9376;8683;9380;7123;8667;8200;9376;6716;9380;8200;7232;7123;8683;8280;9376;6716;9380;7076;7123;8683;9376;7076;7123;7779;6716;9275;7749;6716;9376;
101;6681;7188;6679;7167;7160;7696;7777;7203;7602;7144;8746;7726;7751;7589;7604;8887;8267;8886;;;6681;7188;6679;7160;7144;7696;7777;7203;7604;7167;6681;7188;6679;7160;7604;7696;7777;7203;7144;7167;6681;6679;7188;7160;7203;7777;7144;7604;7726;7696;7167;7144;8267;6679;7602;7160;7203;6681;7589;7604;7726;7167;7144;7696;7602;7160;7696;7167;7144;7726;7602;7160;6681;6679;7167;7160;7777;7188;7602;7144;6681;6679;7160;7777;7188;7144;6679;7188;6681;7777;7160;8236;8875;6679;6681;
102;7196;;7719;7134;7093;7670;7086;7641;8153;8696;7780;9386;9395;8225;;7622;7712;8905;;;7670;7086;7719;7093;7134;7196;9386;;7780;8696;7670;7086;7719;7093;7134;7196;9386;;7780;8696;7719;7086;9386;7093;;7670;7196;7134;;7641;7134;7093;7712;9395;8153;8696;7086;7196;8225;;;7134;7093;7641;8153;8696;;7134;7093;7641;8153;8696;7196;;7134;7093;7719;7086;8153;8696;7196;;7093;7719;7086;7134;;7719;7086;7196;9395;8745;8847;;7196;
103;7187;7191;7208;6631;6650;7195;7085;7636;6608;8671;7095;7621;7709;8226;7648;7631;8287;8208;;;7195;7191;7208;6608;6631;7095;7085;7636;6650;8226;7195;7191;7208;6608;6631;7095;7085;7636;7187;6650;7208;7195;7191;6608;7095;7085;7636;6631;7191;7187;6631;6650;7636;7085;6608;7648;7709;7631;8226;8671;7191;6631;6650;7187;6608;7648;7191;6631;6650;7187;6608;7648;7187;7191;6631;6650;7195;7085;6608;8671;7187;7191;6631;7195;7085;6608;7191;7085;7208;7187;7195;7211;7215;7191;7187;
104;9427;8316;7174;7181;6690;7727;8204;9346;6619;8307;7184;7109;7728;9388;7737;8330;7771;7677;;;9427;8316;9346;7181;6690;7184;8204;7728;7727;6619;9427;8316;9346;6690;7181;7184;8204;7728;7727;6619;7184;9427;7181;6690;7727;9346;7728;6619;7174;7727;7181;8307;8330;9427;9388;6690;7677;7184;6619;7737;7727;9388;8307;7174;7181;6690;7727;9388;8307;7174;7181;6690;7727;9427;7181;6690;7184;7174;6619;8307;7727;9427;6690;7184;7174;7181;7174;9427;7184;9346;6690;9967;9291;9427;7727;
105;7456;9319;7464;9261;8149;8090;8084;9330;8619;8693;8076;8019;7545;9221;9127;7974;8578;9182;;;7456;8084;7464;9330;9261;8090;9319;7545;8076;8149;7456;8084;7464;9330;9261;8090;9319;7545;8076;8149;7456;7464;8084;9261;9319;9330;8090;8149;9319;9330;8619;8149;7545;8090;9261;8693;7456;7464;9221;9127;9330;8619;8149;9319;9261;8693;9330;8619;8149;9319;9261;8693;7456;7464;9261;8149;9319;9330;8619;8693;7456;7464;9261;9319;9330;8149;9330;7456;7464;9319;8090;9313;8014;7464;7456;
