TeamId,ES L1 LW,ES L1 C,ES L1 RW,ES L1 LD,ES L1 RD,ES L2 LW,ES L2 C,ES L2 RW,ES L2 LD,ES L2 RD,ES L3 LW,ES L3 C,ES L3 RW,ES L3 LD,ES L3 RD,ES L4 LW,ES L4 C,ES L4 RW,ES L4 LD,ES L4 RD,PP5on4 L1 LW,PP5on4 L1 C,PP5on4 L1 RW,PP5on4 L1 LD,PP5on4 L1 RD,PP5on4 L2 LW,PP5on4 L2 C,PP5on4 L2 RW,PP5on4 L2 LD,PP5on4 L2 RD,PP5on3 L1 LW,PP5on3 L1 C,PP5on3 L1 RW,PP5on3 L1 LD,PP5on3 L1 RD,PP5on3 L2 LW,PP5on3 L2 C,PP5on3 L2 RW,PP5on3 L2 LD,PP5on3 L2 RD,PP4on3 L1 F1,PP4on3 L1 F2,PP4on3 L1 LD,PP4on3 L1 RD,PP4on3 L2 F1,PP4on3 L2 F2,PP4on3 L2 LD,PP4on3 L2 RD,PK4on5 L1 F1,PK4on5 L1 F2,PK4on5 L1 LD,PK4on5 L1 RD,PK4on5 L2 F1,PK4on5 L2 F2,PK4on5 L2 LD,PK4on5 L2 LD,PK4on5 L3 F1,PK4on5 L3 F2,PK4on5 L3 LD,PK4on5 L3 LD,PK3on5 L1 F1,PK3on5 L1 LD,PK3on5 L1 RD,PK3on5 L2 F1,PK3on5 L2 LD,PK3on5 L2 LD,PK3on4 L1 F1,PK3on4 L1 LD,PK3on4 L1 RD,PK3on4 L2 F1,PK3on4 L2 LD,PK3on4 L2 LD,4on4 L1 F1,4on4 L1 F2,4on4 L1 LD,4on4 L1 RD,4on4 L2 F1,4on4 L2 F2,4on4 L2 LD,4on4 L2 LD,3on3 L1 F1,3on3 L1 LD,3on3 L1 RD,3on3 L2 F1,3on3 L2 LD,3on3 L2 LD,Shootout 1,Shootout 2,Shootout 3,Shootout 4,Shootout 5,Goalie 1,Goalie 2,Extra Attacker 1,Extra Attacker 2,
59,911,2073,3106,343,5911,5929,3150,5890,3417,6188,6477,3250,5883,1858,1891,7620,3116,5562,,,3116,3250,3106,3150,5911,911,2073,5890,1858,6188,3116,3250,3106,3150,5911,911,2073,5890,1858,6188,3106,3250,3116,5911,2073,3150,911,1858,5929,5562,343,5911,2073,3150,3417,6188,5890,911,1891,1858,5562,343,5911,5929,3417,6188,5562,343,5911,5929,3417,6188,2073,3150,343,5911,3250,3106,3417,6188,3150,2073,343,3106,3250,5911,2073,3106,3250,911,3150,4868,2127,3150,3106,
60,74,3414,5941,3333,3292,2134,3291,2867,2723,5938,3730,1484,2938,5942,3814,5924,3334,3443,,,2134,3414,3334,2867,2723,3730,3291,2938,5938,5942,2134,3414,3334,2867,2723,3730,1484,2938,5938,5942,2867,3334,2938,2723,3730,2134,5942,5938,5941,5924,3333,3292,74,3443,3814,5938,3291,3414,2723,5942,5924,3333,3292,5941,3814,5938,5924,3333,3292,5941,3814,5938,2867,5941,3333,3292,3443,2938,2723,5938,2867,5941,3333,3443,2938,2723,74,3334,2867,5941,2134,1218,102,5941,2867,
62,3126,3266,2451,2015,1943,1887,5927,2054,3822,1311,6533,3514,2927,2067,3820,1951,3287,6620,,,1887,6533,2054,3287,2015,3126,3266,2451,3822,2067,1887,6533,2054,3287,2015,3126,3266,2451,3822,2067,2054,1887,6533,2015,3126,3287,2451,3822,2451,3126,1311,1943,2927,3266,3822,3820,6620,5927,2015,2067,3126,1311,1943,2451,3822,3820,3126,1311,1943,2451,3822,3820,1887,3126,2015,1943,2054,2451,3822,1311,1887,3126,2015,2054,2451,3822,1887,3266,6620,3287,2015,863,3656,2927,3126,
63,8743,6898,9419,6795,7891,7941,7933,7339,7909,9423,7888,7798,7947,9246,8157,8419,,7918,,,8743,6898,9419,6795,7909,7888,7933,7339,7918,9246,8743,6898,9419,6795,7909,7888,7933,7339,7918,9246,8743,6898,7933,6795,7339,9419,7918,7909,8743,9419,6795,7891,7798,7339,7909,9423,6898,7941,9246,8157,9419,6795,7891,8743,7909,9423,9419,6795,7891,8743,7909,9423,6898,8743,6795,7891,7339,9419,7909,9423,6898,8743,6795,7339,9419,7909,8743,9419,6898,7339,7909,8476,8474,8743,6898,
64,7876,6893,7243,7332,9451,8376,7870,8444,9434,7581,8421,8403,9232,8513,7866,9013,8389,9028,,,7876,6893,7243,7332,9434,8376,7870,8444,9451,8513,7876,6893,7243,9434,7332,8376,7870,8444,9451,8513,7870,6893,9434,7332,8403,7243,8513,9451,6893,7243,9451,7581,7870,9028,7332,7866,7876,8403,9434,8513,7243,9451,7581,6893,7332,7866,7243,9451,7581,6893,7332,7866,7243,6893,7332,9451,7876,7870,9434,7581,7243,6893,7332,7876,7870,9451,6893,7332,7243,9434,7876,7908,8404,6893,7243,
65,8725,9429,8412,9457,8734,8471,8714,9281,7245,8710,8383,9063,9283,7802,8709,8716,8698,8700,,,8725,9429,8412,8734,7245,8471,8714,9281,9457,7802,8725,9429,8412,8734,7245,8471,8714,9281,9457,7802,8716,9429,7245,8734,8714,8412,7802,9457,8716,9429,9457,8734,8725,8412,7245,8709,8698,8714,7802,8710,9429,9457,8734,8716,7245,8709,9429,9457,8709,8716,7245,8734,8716,9429,9457,8734,8714,8412,7245,8710,8716,9429,8734,8714,8412,9457,9429,8734,7245,9457,8471,7911,8953,9429,8734,
66,7261,7304,6895,6789,7784,9416,7238,9389,7856,7595,8507,8362,7846,9012,8479,8965,8446,7844,,,7261,7304,9389,6789,7595,9416,7238,6895,7844,9012,7261,7304,9389,6789,7595,9416,7238,6895,7844,9012,7304,7261,9389,6789,6895,9416,7238,7595,7846,9416,7856,7784,7238,6895,6789,8479,7261,7844,9012,7595,7846,7856,7784,9416,6789,8479,7846,7856,7784,9416,6789,8479,9416,7261,6789,7784,7238,7304,7856,7595,9416,7261,6789,7238,7304,7856,7238,7261,7304,6895,9416,7598,7840,7261,9416,
67,7393,8732,9317,7894,9399,7354,7953,7342,7873,8117,7938,8408,8415,8406,9057,7326,8373,7925,,,7354,8732,9317,9399,7894,7326,8408,7393,8406,7873,7354,8732,9317,7894,9399,7326,8408,7393,7953,8406,8732,9317,7894,9399,7953,8408,7354,8406,7925,7938,7873,9399,8732,7393,7894,8117,8415,9317,8406,9057,7925,7873,9399,7938,7894,8117,7925,7873,9399,7938,7894,8117,8732,9317,7894,9399,7925,7393,7873,8117,8732,9317,9399,7925,7393,7894,8732,7393,7953,9317,9399,6824,7269,9399,9317,
68,7273,8740,7883,7794,9405,9394,9371,8400,7815,7954,9241,7797,8477,8396,9033,7300,8504,8437,,,7273,8740,8477,9371,9405,7300,9394,8437,8396,7794,7273,8740,8477,9405,8396,9394,9371,8437,7794,7954,7273,8740,9371,9405,7300,9394,7794,8396,9394,9371,7794,9033,9241,8740,7815,9405,7273,8504,8396,7954,9371,7794,9033,9394,7815,9405,9371,7794,9033,9394,7815,9405,9371,8740,7794,9405,9394,7273,7815,7954,9371,8740,9405,9394,7273,7794,8740,7883,9394,9405,7273,6905,7816,8740,7273,
69,6849,8478,7301,9322,8428,9280,7857,9066,8359,8425,8934,7834,9242,7793,8707,7863,9077,8452,,,6849,8478,7301,9280,8359,8934,7857,9066,8452,9322,6849,8478,7301,9280,8359,8934,7857,9066,8452,9322,7301,6849,9280,8359,8452,9066,7793,9322,7301,6849,9322,8425,8934,9242,8359,8428,7834,9280,8707,7793,6849,9322,8425,7301,8359,8428,6849,9322,8425,7301,8359,8428,7301,6849,9322,8428,9066,9280,8359,8425,7301,6849,9322,9066,9280,8359,6849,7834,7301,9322,9280,6939,9068,6849,7301,
70,7330,7926,7323,7365,7336,7889,9411,6766,9421,9400,8967,7820,7822,9402,7852,9055,9231,8940,,,7330,7926,6766,7336,7365,7889,7820,7323,9400,7852,7330,7926,6766,7365,7336,7889,7820,7323,7852,9400,7889,6766,7336,7365,7323,7330,7852,9400,7323,7330,9421,7336,7889,6766,7365,9400,7926,9231,9402,7852,7323,9421,7336,7330,7365,9400,7323,9421,7336,7330,7365,9400,6766,7323,7365,7336,7330,7889,9421,9400,6766,7323,7365,7330,7889,7336,7323,7852,7330,7926,6766,7409,8367,7323,7926,
71,7303,6202,7364,7812,6755,7900,9453,9397,9229,7934,7791,7270,9409,9239,9243,7392,8724,7887,,,7303,7270,7392,7364,9243,7900,6202,9409,7887,6755,7303,7270,7392,7364,9243,7900,6202,9409,7887,6755,7364,7392,9409,9243,7887,8724,7270,6755,7303,7364,7812,7934,7791,9409,9229,6755,6202,7887,9239,9243,7364,7812,7934,7303,9229,6755,7364,7812,7934,7303,9229,6755,9397,7364,7812,6755,7303,9409,9229,7934,9397,7364,7812,7303,9409,6755,7364,6202,9453,7887,6755,6821,9347,9453,7364,
72,7913,7275,7277,6771,8708,7865,9438,6750,7296,7313,9059,7923,8449,8377,9020,8379,9010,9234,,,7913,7275,6750,6771,7313,7865,7923,8449,9234,7296,7913,7275,6750,6771,7313,7865,7923,8449,9234,7296,7275,6750,7913,6771,8449,7923,9234,7313,7275,9438,7296,8708,7277,7913,6771,7313,9234,8379,8377,9020,9438,7296,8708,7275,6771,7313,9438,7296,8708,7275,6771,7313,7277,7275,6771,8708,6750,7913,7296,7313,7277,7275,6771,6750,7913,7296,7275,7923,7913,7277,6771,8711,7849,7275,6771,
73,8519,8179,7788,7861,9228,8486,7803,9254,7854,9256,7924,8962,8443,8159,9237,8484,8386,9233,,,8486,8179,9254,7861,9256,8519,7803,7788,8386,9228,8486,8179,9254,7861,9256,8519,7803,7788,8386,9228,8486,8179,9256,7861,8386,7803,9233,9228,8962,8179,7854,9228,7788,8519,8159,9237,8486,8443,7861,9256,8179,8159,9228,7788,7854,9237,8179,8159,9228,7788,7854,9237,8519,8179,7861,9228,8962,8486,7854,9256,8486,8179,7861,8519,8962,9228,8179,7854,7803,7861,7924,9350,8429,8179,7803,
74,7817,7244,9393,6840,6740,7956,7372,9364,7399,9255,8510,7912,8399,8970,9074,8435,7833,7252,,,7817,7244,9364,7399,6840,7956,7912,9393,8399,6740,7817,7244,9364,6840,7399,7956,7912,9393,8399,6740,9364,7244,6840,7399,7817,7912,9393,6740,7252,8510,6840,9255,9393,7817,7399,6740,7372,8399,8970,9074,7252,6840,9255,8510,7399,6740,7252,6840,9255,8510,7399,6740,7244,7817,6840,6740,9364,9393,7399,9255,7244,7817,6840,8399,9393,7399,7399,6840,8399,9364,7817,7389,8442,7244,7399,
75,,6794,7286,7379,7324,8915,9403,,7241,7839,8390,7830,8964,7935,8374,8963,8366,8919,,,8915,6794,,9403,7379,8390,7830,7286,7324,7839,8915,6794,,9403,7379,8390,7830,7286,7324,7839,9403,6794,,7379,7286,7830,,7324,6794,7286,7241,7324,8366,9403,8374,7839,,8964,7935,7379,7286,7241,7324,6794,8374,7839,7286,7241,7324,6794,8374,7839,9403,6794,7379,7324,,7286,7241,7839,9403,6794,7324,,7286,7379,6794,7286,,9403,7379,7237,9060,6794,9403,
76,7291,6848,9390,9456,7338,7882,7382,7355,7842,9356,7884,7787,7819,7368,7390,7792,7874,7800,,,7291,6848,7355,9456,9356,7882,7382,9390,7338,7842,7291,6848,7355,9456,9356,7882,7382,9390,7338,7842,7291,6848,9356,9456,7355,7882,9390,7338,7291,7382,7368,7390,9390,7792,9456,7338,6848,7884,7842,9356,7382,7368,7390,7291,9456,7338,7382,7368,7390,7291,9456,7338,6848,7291,9456,7338,7382,9390,7842,9356,6848,7291,9456,7382,9390,7338,7291,9390,9456,6848,7382,8420,9034,7291,9390,
77,7350,6739,9324,8119,7821,8397,7946,7910,7885,8706,8501,7281,9258,9236,9029,8455,8453,9031,,,7350,6739,9324,7946,8119,8397,7281,7910,8706,7885,7350,6739,9324,7946,8119,8397,7281,7910,8706,7885,7350,6739,9324,8119,7910,7946,7885,8706,7350,6739,7885,7821,8501,8455,9236,8706,7281,8453,8119,9029,6739,7885,7821,7350,9236,8706,6739,7885,7821,7350,9236,8706,7350,6739,8119,7821,7946,9324,7885,8706,7350,6739,8119,7946,9324,7885,6739,7946,7910,9324,7350,8133,8939,6739,9324,
78,6806,6788,6882,7276,6242,7315,9422,7256,7824,9428,9072,9076,9413,8949,8457,8960,7867,8929,,,6806,6788,6882,6242,7276,7315,9422,9413,9428,7824,6806,6788,6882,6242,7276,7315,9422,9413,9428,7824,6788,6806,7276,6242,6882,9422,9413,9428,6806,7256,7276,6242,9422,6882,7824,9428,6788,9413,8949,8457,7256,7276,6242,6806,7824,9428,7256,7276,6242,6806,7824,9428,6788,6806,7276,6242,6882,9422,7824,9428,6788,6806,7276,6882,9422,6242,6806,6788,6882,7276,7256,9247,8499,6788,6806,
79,7272,7294,7314,9454,6831,7841,8417,8365,6752,7343,9019,7813,9081,9392,8115,8910,8715,7796,,,7841,8417,7314,6752,6831,7272,7294,8365,9392,9454,7841,8417,7314,6831,6752,7272,7294,8365,9392,9454,7841,7314,6752,6831,8365,7272,9454,9392,7272,7314,9454,7343,7796,7841,6752,8115,8365,7294,9392,6831,7314,9454,7343,7272,6752,8115,7314,9454,7343,7272,6752,8115,7272,7314,9454,6831,7294,7841,6752,7343,7272,7314,6831,7294,7841,9454,7314,6752,7294,6831,7272,7904,7596,7272,7314,
80,6801,7320,9401,7859,9396,6864,7239,7285,7848,8158,7394,6777,7782,7580,7783,7356,8401,9378,,,6801,6777,7782,6864,7859,7394,7320,7356,7239,9396,6801,6777,7782,6864,7859,7394,7320,7356,7239,9396,6801,6777,6864,7859,7239,7320,7782,9396,9401,6801,7848,8158,7320,6864,7580,7783,7285,7239,7859,9396,6801,7848,8158,9401,7580,7783,6801,7848,8158,9401,7580,7783,7320,6801,7859,9396,7239,6864,7848,8158,6864,6801,7859,7239,7320,9396,6777,7320,9401,6801,9378,8956,8991,7320,6801,
81,7337,6751,8741,8975,7353,7383,8385,7948,7919,7932,8357,8468,8483,9257,8978,7940,8458,7950,,,7337,6751,8741,8385,7353,8357,8468,8483,7950,8975,7337,6751,8741,8385,7353,8357,8468,8483,7950,8975,8741,6751,8385,7353,8468,7337,8483,8975,8741,6751,7919,7353,7337,8458,9257,7932,7948,7383,8975,8978,8741,7919,7353,6751,9257,7932,8741,7919,7353,6751,9257,7932,8741,6751,7919,7353,8385,7337,9257,7932,8741,6751,7353,8385,7337,9257,6751,8741,7337,7383,7948,9391,8450,6751,8741,
82,8398,6827,7944,6861,7408,7786,6841,8351,8497,8911,8409,9436,9000,8464,9030,8522,9450,8372,,,8409,6827,8398,6861,8497,8522,6841,8351,9450,7408,8409,6827,8398,6861,8497,8522,6841,8351,9450,7408,6841,6827,9450,6861,8409,9436,7408,8497,6841,9436,6861,7408,9450,6827,8497,8911,8398,7944,9030,8464,6841,6861,7408,9436,8497,8911,6841,6861,7408,9436,8497,8911,6841,6827,6861,7408,9450,9436,8497,8911,6841,6827,6861,9450,9436,7408,6827,6861,7944,7408,9436,7271,8511,6827,6861,
83,7347,6744,7279,7259,7242,7311,9445,7845,8140,7307,9437,7805,7823,9048,7928,7828,8912,9008,,,7347,9445,7279,7259,7307,7311,6744,7845,7242,8140,7347,9445,7279,7259,7307,7311,6744,7845,7242,8140,7347,9445,7307,7259,6744,7279,7311,7242,9437,6744,7259,7242,7828,7311,8140,7928,7347,9445,9048,7307,9437,7259,7242,6744,8140,7928,9437,7259,7242,6744,8140,7928,9445,6744,7259,7242,7311,7347,8140,7307,9445,6744,7242,7311,7347,7259,6744,7347,7311,7242,7259,7864,8938,7347,9445,
84,9314,9452,6765,7832,8160,7838,8465,7282,7795,9244,9235,8489,7405,9230,8712,9238,,9240,,,9314,9452,6765,7282,8160,7838,8465,7405,9235,7832,9314,9452,6765,7282,8160,7838,8465,7405,9235,7832,9314,6765,9452,8160,8465,7282,7838,7832,6765,7838,7832,8160,9314,9235,7795,9244,7405,9240,8712,9230,6765,7832,8160,7838,7795,9244,6765,7832,8160,7838,7795,9244,9314,6765,7832,8160,9452,7282,7795,9244,9314,6765,8160,9452,7282,7832,9452,9314,6765,8465,7282,7855,9004,9314,6765,
85,7213,7207,7742,7141,6597,8315,6703,7190,7092,7176,7662,8789,8256,7153,8137,8845,7703,8790,,,8315,6703,7742,6597,7176,7213,7207,7190,7153,7141,8315,6703,7742,6597,7176,7213,7207,7190,7153,7141,7207,6703,7176,6597,7742,8315,7141,7153,6703,7207,7141,6597,7742,8256,7092,8137,7662,7213,7153,7176,7207,7141,6597,6703,7092,8137,7207,7141,6597,6703,7092,8137,6703,7207,7141,6597,7213,7742,7092,7176,6703,7207,6597,7213,7742,7176,6597,7207,7742,6703,7213,7142,9353,7207,6703,
86,9382,6705,6607,7205,7158,9381,7649,9337,9249,8164,7754,7656,7647,7194,9252,7672,7692,7203,,,9381,6705,6607,9382,7205,7656,7649,9337,7754,7158,9381,6705,6607,9382,7205,7656,7649,9337,7754,7158,9381,6607,9382,7205,7656,6705,9337,7158,7754,6705,7205,8164,7647,9337,7158,9252,7203,9382,7194,9249,7754,7205,7158,6705,7194,8164,7754,7205,7158,6705,7194,8164,9382,6607,7205,7158,9337,6705,9249,8164,9382,6607,7205,9337,6705,7158,9382,9337,7647,6607,7205,9287,8322,6607,9382,
87,7169,9308,7720,6600,6629,9368,7655,8839,9375,8195,7150,7634,8318,8187,7156,7623,7651,8824,,,7169,9308,7720,6629,6600,9368,7655,8318,8195,9375,7169,9308,7720,6629,6600,9368,7655,8318,7651,8195,7655,9308,6600,6629,7169,7720,9368,8195,9308,7623,6600,7156,7150,7169,9375,6629,9368,7634,8195,8187,7623,6600,7156,9308,9375,6629,7623,6600,7156,9308,9375,6629,7169,9308,6600,6629,9368,7655,9375,8195,7169,9308,6629,9368,7655,6600,9308,7169,9368,7655,6600,6687,7717,9308,7169,
88,6662,6709,9435,7079,6621,7140,7185,6720,9277,7183,7186,7216,7689,9293,8682,7682,7707,8212,,,7140,6709,9435,7185,6621,7186,7216,6720,7183,7079,7140,6709,9435,7185,6621,7186,7216,6720,7183,7079,7185,6709,9435,6621,7216,6720,7707,7183,7216,7140,7079,7183,6709,7186,9277,6621,9435,7185,9293,8682,7216,7079,7183,7140,9277,6621,7216,7079,7183,7140,9277,6621,7185,6709,7079,6621,9435,7216,9277,7183,7185,6709,6621,9435,7216,7183,7185,7216,6720,6621,9435,8165,9944,6709,7185,
89,7105,6728,9340,7718,8673,9383,8324,7624,8156,8801,7221,7230,7660,8766,8335,7772,7750,8300,,,7105,6728,9340,8324,7718,9383,7624,7660,7221,8673,7105,6728,9340,8324,7718,9383,7624,7660,7221,8673,6728,7105,9340,7718,9383,8324,7221,8673,7105,9383,7718,8673,7221,7230,8156,8335,7750,7772,8801,8766,7105,7718,8673,9383,8156,8335,7105,7718,8673,9383,8156,8801,9383,7105,7718,8673,9340,6728,8156,8335,9383,7105,7718,9340,6728,8673,7105,9383,7221,6728,8324,7716,9226,7105,9383,
90,9345,6666,7223,8675,8282,7137,7130,6641,7685,7757,7744,7106,9385,7700,8241,8854,8217,8893,,,7137,6666,7223,6641,8282,7744,7130,9385,7106,8241,7137,6666,7223,6641,8282,7744,7130,9385,9345,7757,7223,6666,6641,8282,9385,7130,7137,7757,7223,9345,8675,7757,6641,7106,7685,8282,7137,9385,7700,8241,9345,8675,7757,7223,7685,7700,9345,8675,7757,7223,7685,7700,6666,7223,8675,7757,9385,6641,7685,8282,6666,7223,8675,9385,6641,7685,7744,6641,7137,9385,7223,9227,8794,7223,9345,
91,7077,8744,6677,7082,7204,7645,8298,7674,7119,7764,8303,8329,7683,9408,8342,7765,8765,8260,,,7077,8744,6677,7082,7204,7645,8298,8260,7119,7764,7077,8744,6677,7082,7204,7645,8298,8260,7119,7764,6677,8744,7204,7082,7645,7077,7764,7119,8744,7077,9408,7082,7645,6677,7204,7764,7683,8303,7119,8342,7077,9408,7082,8744,7204,7764,7077,9408,7082,8744,7204,7764,6677,8744,7082,7204,7645,7077,7119,7764,6677,8744,7082,7645,7077,7204,7077,7119,6677,8744,7645,9274,8768,8744,7077,
92,9374,6574,9316,8197,7702,7693,7643,7625,8904,8851,7640,8235,7639,8779,8800,7752,8905,7684,,,7640,6574,9374,9316,7702,7693,7643,7639,7625,8197,7640,6574,9374,9316,7702,7693,7643,7639,7625,8197,6574,9374,9316,7702,7639,7640,7625,8197,9316,6574,8779,8800,7643,7625,8197,8851,7693,9374,8904,7702,6574,8779,8800,9316,8197,8851,6574,8779,8800,9316,8197,8851,9316,6574,8197,7702,7693,9374,8904,8851,9316,6574,7702,7693,9374,8197,6574,9316,9374,7643,7693,9379,8869,9316,9374,
93,6587,7165,8262,8697,7074,7633,9448,8888,8680,7659,8781,8276,8265,8900,7600,8828,8814,8264,,,6587,7165,8276,9448,7074,7633,8265,8262,8697,7659,6587,7165,8276,9448,7074,7633,8265,8262,8697,7659,7165,6587,9448,7074,8265,8276,7659,8697,7165,6587,8680,7074,8264,9448,7600,7659,8262,7633,8697,8900,6587,8680,7074,7165,7600,7659,6587,8680,7074,7165,7600,7659,7165,6587,8697,7074,8276,9448,8680,7659,7165,6587,7074,8276,9448,7659,6587,7165,7074,9448,8276,9273,8320,6587,7165,
94,7135,7157,6639,6595,7212,7774,7108,7734,9433,8679,7680,7671,8302,8261,8723,8227,8285,8876,,,7135,7157,6639,6595,7212,7680,7108,7734,9433,8261,7135,7157,6639,6595,7212,7680,7108,7734,9433,8261,7157,7135,7108,6595,7671,6639,9433,7212,7157,6639,9433,8723,8285,8302,6595,7212,7774,7671,8261,8679,7157,9433,8723,6639,6595,7212,7157,9433,8723,6639,6595,7212,7135,7157,6595,7212,7108,6639,9433,8679,7135,7157,6595,7108,6639,9433,7135,6639,6595,7671,7157,7630,8314,7157,7135,
95,7209,7099,7642,6644,6582,7768,7121,7691,7214,7168,7688,7699,8795,8306,9251,7738,7723,9407,,,7209,7099,7642,6582,6644,7121,7699,7691,9407,7168,7209,7099,7642,6582,6644,7121,7699,7691,9407,7168,7699,7099,7209,6582,7121,9407,7723,6644,7209,7723,7214,6644,7768,7121,8306,6582,7688,7099,7168,9251,7723,7214,6644,7209,8306,6582,7723,7214,6644,7209,8306,6582,7209,7099,6644,6582,7699,7121,7214,7168,7209,7099,6582,7699,7121,6644,7099,7121,7209,6644,7699,9279,9245,7099,7209,
96,7739,6588,6576,7192,7704,6647,9373,6659,9377,8218,8275,7133,7136,8343,8233,8234,7668,7102,,,7739,6588,6576,9373,7192,6647,7668,6659,9377,7704,7739,6588,6576,9373,7192,6647,7668,6659,9377,7704,6576,6588,9373,7192,7668,7739,7704,9377,6576,6588,7192,7704,9373,6647,9377,8233,7136,7102,8343,8218,6588,7192,7704,6576,9377,8233,6588,7192,7704,6576,9377,8233,6576,6588,7192,7704,6659,9373,9377,8218,6576,6588,7704,6659,9373,7192,6576,6588,6659,7704,7668,7735,8820,6588,9373,
97,7088,9306,9365,7705,7182,8270,7743,,7559,7210,7673,8192,8207,8272,7586,8326,7714,8229,,,7088,9306,9365,7210,7182,7673,7743,8229,8192,7705,7088,9306,9365,7743,7210,7673,8192,8229,7182,7705,9306,9365,7743,7210,7088,8192,7705,7182,,7088,7559,7182,9306,9365,8272,7210,7714,7743,7705,7586,,7559,7182,7088,8272,7210,,7559,7182,7088,8272,7210,9306,9365,7705,7182,7088,7743,7559,7210,9365,9306,7182,7088,7743,7210,9306,7088,9365,,7182,7654,7666,9306,9365,
98,9370,7663,7679,7681,7151,8198,7626,7776,8829,8674,7154,8232,7690,7180,8699,7217,8277,8776,,,7217,9370,7679,7151,7681,8198,7663,7776,7626,8674,7217,9370,7679,7151,7681,8198,7663,7776,7626,8674,9370,7679,7776,7151,7663,7217,7626,7681,8232,7154,7681,8674,7626,7663,8829,8699,8198,7679,7151,7180,7154,7681,8674,8232,7180,8699,7154,7681,8674,8232,7180,8699,7663,7679,7681,7151,7626,9370,8829,8674,7663,7679,7151,7626,9370,7681,9370,7776,7626,7679,7663,9367,6581,7679,9370,
99,7101,6657,7766,6614,7201,7107,6702,7736,7710,9263,6591,9439,7741,8248,8219,8346,9443,7711,,,7101,6702,7766,9443,6614,7107,6591,7736,6657,7201,7101,6702,7766,9443,6614,7107,6591,7736,6657,7201,9443,6702,6591,6614,7766,7101,6657,7201,6657,7766,6614,7201,9439,6591,7710,9263,7101,7107,8248,8219,7766,6614,7201,6657,7710,9263,7766,6614,7201,6657,7710,9263,6702,6657,6614,7201,9439,6591,7710,9263,6702,6657,6614,6591,9439,7201,9439,6702,6591,9443,6657,7078,7218,9439,7766,
100,9376,9334,7076,9380,6654,7694,7123,7708,8683,8289,8266,7730,8325,8667,8200,8782,7779,8279,,,9334,7730,9376,6654,9380,7694,7779,7076,7123,8289,9334,7730,9376,6654,9380,7694,7779,7076,7123,8289,9376,9334,7730,6654,7123,7779,7076,9380,9376,8325,8683,6654,7076,7123,8667,9380,7694,9334,8289,8200,9376,8683,6654,8325,8667,9380,9376,8683,6654,8325,8667,9380,9334,9376,9380,6654,7708,7076,8683,8289,9334,9376,6654,7708,7076,9380,6654,9376,9334,7694,7123,9275,7749,9334,9376,
101,6681,9414,6679,7167,7160,7696,7777,7128,7602,7144,8190,7188,8886,7589,7604,8746,7726,8267,,,6681,7777,6679,7160,7604,8190,9414,7128,7188,7144,6681,7777,6679,7160,7604,8190,9414,7128,7188,7144,6681,6679,7777,7160,7188,9414,7144,7604,9414,7726,7167,7144,7696,8267,7602,7160,6679,6681,7589,7604,9414,7167,7144,7726,7602,7160,9414,7167,7144,7726,7602,7160,6681,6679,7167,7160,7777,9414,7602,7144,6681,6679,7160,7777,9414,7144,6679,7160,7188,6681,7777,8236,8875,6679,6681,
102,7196,7193,7719,7134,7093,7670,7086,7641,8153,8243,7780,9417,9395,8225,8772,7622,9386,7712,,,7670,7086,7719,9417,7093,7196,9386,7193,7780,7134,7670,7086,7719,9417,7093,7196,9386,7193,7780,7134,7086,7719,9417,7093,7193,9386,7670,7134,7193,9395,7134,7093,7712,7641,8153,8243,7719,7196,8225,8772,7193,7134,7093,7641,8153,8243,7193,7134,7093,7641,8153,8243,7196,7193,7134,7093,7086,7719,8153,8243,7196,7193,7093,7086,7719,7134,7193,7719,9417,7196,7093,8745,8847,7193,7196,
103,7187,7191,7208,6631,6650,7195,7085,7636,6608,9278,7095,7629,7709,8258,9272,7631,8811,8208,,,7195,7191,7208,7085,6608,7095,7629,7636,6631,6650,7195,7191,7208,7085,6608,7095,7629,7636,6650,6631,7195,7208,7191,6608,7095,7085,6631,6650,7191,7187,6631,9272,7636,7085,6608,6650,7709,7631,8258,9278,7191,6631,9272,7187,6608,6650,7191,6631,9272,7187,6608,6650,7085,7191,6631,6650,7187,7208,6608,9278,7085,7191,6631,7208,7187,6608,7187,7191,7085,6608,7208,7211,7215,7191,7187,
104,9427,6572,9346,6619,6690,7184,7109,7728,7181,8307,7727,8316,7677,9388,7084,8330,8204,7737,,,9427,6572,9346,6619,6690,7184,7109,7728,7181,7084,9427,6572,9346,6690,6619,7184,7109,7728,7181,7084,7184,9427,6619,6690,7728,9346,6572,7181,6572,7727,9388,8307,9427,8330,7181,6690,7677,7184,6619,7084,7727,9388,8307,6572,7181,7084,7727,9388,8307,6572,7181,6619,6572,9427,6619,6690,7727,7184,7181,8307,6572,9427,6690,7727,7184,6619,6572,9427,7727,7184,9346,9943,9291,9427,7727,
