Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
61966;2896;50;90;32;1;31;.969;3614000;0
61966;3066;33;0;0;0;0;.00nan;0;0
62236;2127;59;72;34;3;31;.912;3608000;0
62236;2720;58;62;20;2;18;.900;3608000;0
62236;3395;58;0;0;0;0;.00nan;0;0
62236;4868;59;0;0;0;0;.00nan;0;0
62022;167;56;93;29;1;28;.966;3600000;0
62022;864;33;0;0;0;0;.00nan;0;0
62022;1331;56;0;0;0;0;.00nan;0;0
62022;3066;33;62;33;4;29;.879;3600000;0
61931;442;57;0;0;0;0;.00nan;0;0
61931;665;125;0;0;0;0;.00nan;0;0
61931;3756;57;88;19;0;19;1.000;3600000;0
61931;5810;125;43;48;7;41;.854;3600000;0
61925;1371;45;0;0;0;0;.00nan;0;0
61925;1614;45;51;9;1;8;.889;3600000;0
61925;2809;47;83;37;3;34;.919;3600000;0
61925;5740;47;0;0;0;0;.00nan;0;0
61885;613;38;0;0;0;0;.00nan;0;0
61885;977;155;72;14;1;13;.929;3600000;0
61885;1955;38;41;32;5;27;.844;3600000;0
61885;2921;155;0;0;0;0;.00nan;0;0
61906;863;62;67;40;5;35;.875;3600000;0
61906;1919;34;0;0;0;0;.00nan;0;0
61906;3656;62;0;0;0;0;.00nan;0;0
61906;6545;34;38;36;6;30;.833;3600000;0
61888;102;60;0;0;0;0;.00nan;0;0
61888;1218;60;43;17;3;14;.824;3600000;0
61888;2746;32;39;30;6;24;.800;3052000;0
61888;3240;32;39;8;2;6;.750;548000;0
61961;442;57;0;0;0;0;.00nan;0;0
61961;2720;58;65;35;5;30;.857;3559000;0
61961;3395;58;0;0;0;0;.00nan;0;0
61961;3756;57;70;39;4;35;.897;3600000;0
61907;526;123;91;40;2;38;.950;3600000;0
61907;1666;55;0;0;0;0;.00nan;0;0
61907;1835;123;0;0;0;0;.00nan;0;0
61907;3319;55;71;35;3;32;.914;3599000;0
61930;283;41;0;0;0;0;.00nan;0;0
61930;2664;43;48;29;5;24;.828;3600000;0
61930;3894;41;100;39;0;39;1.000;3600000;0
61930;5949;43;0;0;0;0;.00nan;0;0
62108;1130;40;0;0;0;0;.00nan;0;0
62108;2127;59;0;0;0;0;.00nan;0;0
62108;4868;59;71;17;1;16;.941;3600000;0
62108;5923;40;82;45;3;42;.933;3571000;0
61881;8;44;0;0;0;0;.00nan;0;0
61881;1919;34;76;34;2;32;.941;3900000;0
61881;3318;44;82;30;2;28;.933;3900000;0
61881;6545;34;0;0;0;0;.00nan;0;0
61898;1351;54;54;4;0;4;1.000;217000;0
61898;1547;48;0;0;0;0;.00nan;0;0
61898;2689;54;24;24;6;18;.750;3300000;0
61898;3220;48;79;43;4;39;.907;3600000;0
61944;526;123;0;0;0;0;.00nan;0;0
61944;864;33;82;36;2;34;.944;3580000;0
61944;1835;123;97;21;0;21;1.000;3600000;0
61944;3066;33;0;0;0;0;.00nan;0;0
61877;1481;153;0;0;0;0;.00nan;0;0
61877;1852;153;55;18;2;16;.889;3855000;0
61877;2809;47;0;0;0;0;.00nan;0;0
61877;5740;47;92;56;3;53;.946;3855000;0
61990;613;38;90;49;3;46;.939;3600000;0
61990;1130;40;32;31;6;25;.806;3600000;0
61990;1955;38;0;0;0;0;.00nan;0;0
61990;5923;40;0;0;0;0;.00nan;0;0
61889;650;53;0;0;0;0;.00nan;0;0
61889;704;36;75;33;3;30;.909;3600000;0
61889;1242;53;70;28;2;26;.929;3600000;0
61889;1893;36;0;0;0;0;.00nan;0;0
61895;977;155;0;0;0;0;.00nan;0;0
61895;1547;48;72;43;4;39;.907;3548000;0
61895;2921;155;55;21;3;18;.857;3600000;0
61895;3220;48;0;0;0;0;.00nan;0;0
61915;294;50;62;35;4;31;.886;3551000;0
61915;863;62;59;28;3;25;.893;3600000;0
61915;3656;62;0;0;0;0;.00nan;0;0
61915;6571;50;0;0;0;0;.00nan;0;0
61977;665;125;0;0;0;0;.00nan;0;0
61977;2664;43;0;0;0;0;.00nan;0;0
61977;5810;125;53;35;4;31;.886;3598000;0
61977;5949;43;85;40;3;37;.925;3600000;0
61914;2499;37;0;0;0;0;.00nan;0;0
61914;2746;32;0;0;0;0;.00nan;0;0
61914;3109;37;66;34;4;30;.882;3600000;0
61914;3240;32;57;37;5;32;.865;3588000;0
61913;102;60;87;52;2;50;.962;3600000;0
61913;1218;60;0;0;0;0;.00nan;0;0
61913;1371;45;0;0;0;0;.00nan;0;0
61913;1614;45;52;25;3;22;.880;3557000;0
62876;167;56;63;40;5;35;.875;3563000;0
62876;1331;56;0;0;0;0;.00nan;0;0
62876;1351;54;48;24;4;20;.833;3600000;0
62876;2689;54;0;0;0;0;.00nan;0;0
62783;442;57;0;0;0;0;.00nan;0;0
62783;665;125;79;42;3;39;.929;3576000;0
62783;3756;57;69;26;2;24;.923;3600000;0
62783;5810;125;0;0;0;0;.00nan;0;0
61924;294;50;0;0;0;0;.00nan;0;0
61924;650;53;81;41;4;37;.902;3900000;0
61924;1242;53;0;0;0;0;.00nan;0;0
61924;6571;50;62;34;4;30;.882;3900000;0
62027;1666;55;0;0;0;0;.00nan;0;0
62027;2127;59;49;6;1;5;.833;631000;0
62027;3319;55;75;31;3;28;.903;3600000;0
62027;4868;59;35;34;6;28;.824;2969000;0
62839;864;33;0;0;0;0;.00nan;0;0
62839;1481;153;96;25;1;24;.960;3600000;0
62839;1852;153;0;0;0;0;.00nan;0;0
62839;3066;33;67;39;4;35;.897;3600000;0
61900;8;44;0;0;0;0;.00nan;0;0
61900;283;41;0;0;0;0;.00nan;0;0
61900;3318;44;81;23;1;22;.957;3900000;0
61900;3894;41;92;36;1;35;.972;3900000;0
62830;613;38;33;4;2;2;.500;302000;0
62830;863;62;0;0;0;0;.00nan;0;0
62830;1955;38;53;48;6;42;.875;3298000;0
62830;3656;62;58;17;2;15;.882;3600000;0
62825;102;60;0;0;0;0;.00nan;0;0
62825;1218;60;55;34;4;30;.882;3600000;0
62825;2746;32;58;25;3;22;.880;3600000;0
62825;3240;32;0;0;0;0;.00nan;0;0
62835;8;44;59;22;2;20;.909;1313000;0
62835;1371;45;36;19;4;15;.789;3600000;0
62835;1614;45;0;0;0;0;.00nan;0;0
62835;3318;44;24;25;6;19;.760;2287000;0
61938;1919;34;0;0;0;0;.00nan;0;0
61938;2499;37;0;0;0;0;.00nan;0;0
61938;3109;37;100;40;1;39;.975;3600000;0
61938;6545;34;68;27;2;25;.926;3600000;0
62858;1666;55;65;38;4;34;.895;3561000;0
62858;1681;59;80;32;2;30;.938;3600000;0
62858;3319;55;0;0;0;0;.00nan;0;0
62858;4868;59;0;0;0;0;.00nan;0;0
61937;102;60;96;41;2;39;.951;3600000;0
61937;526;123;0;0;0;0;.00nan;0;0
61937;1218;60;0;0;0;0;.00nan;0;0
61937;1835;123;43;29;5;24;.828;3600000;0
62010;294;50;60;27;4;23;.852;3546000;0
62010;613;38;95;50;3;47;.940;3600000;0
62010;1955;38;0;0;0;0;.00nan;0;0
62010;6571;50;0;0;0;0;.00nan;0;0
61928;1130;40;0;0;0;0;.00nan;0;0
61928;2809;47;48;37;6;31;.838;3244000;0
61928;5740;47;56;7;0;7;1.000;321000;0
61928;5923;40;86;41;4;37;.902;3600000;0
61878;650;53;0;0;0;0;.00nan;0;0
61878;1242;53;92;50;3;47;.940;3892000;0
61878;1481;153;0;0;0;0;.00nan;0;0
61878;1852;153;74;29;2;27;.931;3892000;0
61929;863;62;0;0;0;0;.00nan;0;0
61929;2720;58;56;29;4;25;.862;3600000;0
61929;3395;58;0;0;0;0;.00nan;0;0
61929;3656;62;61;47;6;41;.872;3569000;0
61921;124;54;85;42;3;39;.929;3600000;0
61921;1351;54;0;0;0;0;.00nan;0;0
61921;2499;37;39;33;6;27;.818;3090000;0
61921;3109;37;49;2;0;2;1.000;510000;0
61988;283;41;0;0;0;0;.00nan;0;0
61988;665;125;0;0;0;0;.00nan;0;0
61988;3894;41;59;25;2;23;.920;3858000;0
61988;5810;125;93;45;2;43;.956;3900000;0
61922;124;54;0;0;0;0;.00nan;0;0
61922;1351;54;70;33;3;30;.909;3600000;0
61922;1681;59;36;21;4;17;.810;3600000;0
61922;4868;59;0;0;0;0;.00nan;0;0
61909;1547;48;90;31;1;30;.968;3900000;0
61909;2664;43;100;46;1;45;.978;3900000;0
61909;3220;48;0;0;0;0;.00nan;0;0
61909;5949;43;0;0;0;0;.00nan;0;0
62024;1371;45;66;27;2;25;.926;3538000;0
62024;1614;45;0;0;0;0;.00nan;0;0
62024;2720;58;0;0;0;0;.00nan;0;0
62024;3395;58;100;34;0;34;1.000;3600000;0
61896;704;36;0;0;0;0;.00nan;0;0
61896;863;62;64;37;3;34;.919;3900000;0
61896;1893;36;68;30;3;27;.900;3900000;0
61896;3656;62;0;0;0;0;.00nan;0;0
61935;1130;40;65;15;1;14;.933;3600000;0
61935;2809;47;0;0;0;0;.00nan;0;0
61935;5740;47;69;33;3;30;.909;3529000;0
61935;5923;40;0;0;0;0;.00nan;0;0
61940;1666;55;0;0;0;0;.00nan;0;0
61940;1919;34;82;33;2;31;.939;3600000;0
61940;3319;55;48;27;4;23;.852;3542000;0
61940;6545;34;0;0;0;0;.00nan;0;0
61927;613;38;0;0;0;0;.00nan;0;0
61927;977;155;0;0;0;0;.00nan;0;0
61927;1955;38;65;39;4;35;.897;3600000;0
61927;2921;155;91;37;3;34;.919;3600000;0
61902;1481;153;49;30;5;25;.833;3550000;0
61902;1852;153;0;0;0;0;.00nan;0;0
61902;2746;32;81;45;4;41;.911;3600000;0
61902;3240;32;0;0;0;0;.00nan;0;0
62060;665;125;88;36;2;34;.944;3600000;0
62060;864;33;55;37;5;32;.865;3600000;0
62060;3066;33;0;0;0;0;.00nan;0;0
62060;5810;125;0;0;0;0;.00nan;0;0
61957;8;44;75;27;2;25;.926;3600000;0
61957;526;123;16;33;8;25;.758;3600000;0
61957;1835;123;0;0;0;0;.00nan;0;0
61957;3318;44;0;0;0;0;.00nan;0;0
61910;283;41;0;0;0;0;.00nan;0;0
61910;2746;32;0;0;0;0;.00nan;0;0
61910;3240;32;71;35;4;31;.886;3900000;0
61910;3894;41;33;23;4;19;.826;3877000;0
61923;102;60;0;0;0;0;.00nan;0;0
61923;1218;60;57;32;4;28;.875;3600000;0
61923;2499;37;0;0;0;0;.00nan;0;0
61923;3109;37;84;33;1;32;.970;3600000;0
61980;1666;55;68;26;2;24;.923;3600000;0
61980;3319;55;0;0;0;0;.00nan;0;0
61980;3756;57;47;27;4;23;.852;3592000;0
61980;6985;57;0;0;0;0;.00nan;0;0
61946;283;41;77;34;2;32;.941;3600000;0
61946;863;62;0;0;0;0;.00nan;0;0
61946;3656;62;66;39;4;35;.897;3558000;0
61946;3894;41;0;0;0;0;.00nan;0;0
62003;1371;45;85;16;0;16;1.000;3600000;0
62003;1614;45;0;0;0;0;.00nan;0;0
62003;1919;34;68;31;3;28;.903;3600000;0
62003;6545;34;0;0;0;0;.00nan;0;0
61908;613;38;99;47;1;46;.979;3600000;0
61908;1481;153;0;0;0;0;.00nan;0;0
61908;1852;153;55;19;3;16;.842;3512000;0
61908;1955;38;0;0;0;0;.00nan;0;0
61912;704;36;0;0;0;0;.00nan;0;0
61912;1893;36;54;33;4;29;.879;3534000;0
61912;2664;43;74;30;2;28;.933;3600000;0
61912;5949;43;0;0;0;0;.00nan;0;0
61989;8;44;64;35;4;31;.886;3618000;0
61989;665;125;0;0;0;0;.00nan;0;0
61989;3318;44;0;0;0;0;.00nan;0;0
61989;5810;125;76;51;5;46;.902;3582000;0
61947;124;54;46;23;3;20;.870;2048000;0
61947;167;56;0;0;0;0;.00nan;0;0
61947;1331;56;69;33;4;29;.879;3600000;0
61947;1351;54;13;19;6;13;.684;1552000;0
61979;650;53;0;0;0;0;.00nan;0;0
61979;1242;53;47;30;5;25;.833;3600000;0
61979;3756;57;0;0;0;0;.00nan;0;0
61979;6985;57;70;30;2;28;.933;3600000;0
61956;526;123;41;34;6;28;.824;3218000;0
61956;1547;48;78;34;2;32;.941;3600000;0
61956;1835;123;50;1;0;1;1.000;382000;0
61956;3220;48;0;0;0;0;.00nan;0;0
62031;864;33;0;0;0;0;.00nan;0;0
62031;1681;59;0;0;0;0;.00nan;0;0
62031;3066;33;90;48;4;44;.917;3591000;0
62031;4868;59;65;26;2;24;.923;3600000;0
62105;864;33;62;24;3;21;.875;3600000;0
62105;1130;40;0;0;0;0;.00nan;0;0
62105;3066;33;0;0;0;0;.00nan;0;0
62105;5923;40;98;50;4;46;.920;3570000;0
61918;1666;55;0;0;0;0;.00nan;0;0
61918;2746;32;66;41;5;36;.878;3544000;0
61918;3240;32;0;0;0;0;.00nan;0;0
61918;3319;55;59;32;4;28;.875;3600000;0
61987;650;53;72;41;4;37;.902;3600000;0
61987;1242;53;0;0;0;0;.00nan;0;0
61987;2896;50;78;30;2;28;.933;3600000;0
61987;6571;50;0;0;0;0;.00nan;0;0
61933;102;60;45;21;3;18;.857;3523000;0
61933;704;36;92;33;1;32;.970;3600000;0
61933;1218;60;0;0;0;0;.00nan;0;0
61933;1893;36;0;0;0;0;.00nan;0;0
61945;1681;59;93;16;0;16;1.000;3600000;0
61945;2809;47;41;37;6;31;.838;3600000;0
61945;4868;59;0;0;0;0;.00nan;0;0
61945;5740;47;0;0;0;0;.00nan;0;0
61926;977;155;0;0;0;0;.00nan;0;0
61926;2499;37;0;0;0;0;.00nan;0;0
61926;2921;155;62;27;4;23;.852;3559000;0
61926;3109;37;100;54;3;51;.944;3600000;0
62869;863;62;52;29;4;25;.862;3600000;0
62869;2896;50;75;33;3;30;.909;2661000;0
62869;3656;62;0;0;0;0;.00nan;0;0
62869;6571;50;23;13;4;9;.692;939000;0
62170;124;54;35;33;6;27;.818;3600000;0
62170;665;125;0;0;0;0;.00nan;0;0
62170;1351;54;0;0;0;0;.00nan;0;0
62170;5810;125;89;33;1;32;.970;3600000;0
62029;613;38;31;49;9;40;.816;3158000;0
62029;1371;45;63;27;3;24;.889;3600000;0
62029;1614;45;0;0;0;0;.00nan;0;0
62029;1955;38;43;4;1;3;.750;442000;0
62072;1919;34;0;0;0;0;.00nan;0;0
62072;2664;43;100;33;1;32;.970;3600000;0
62072;5949;43;0;0;0;0;.00nan;0;0
62072;6545;34;45;35;6;29;.829;3600000;0
62028;8;44;66;28;2;26;.929;3900000;0
62028;167;56;77;29;2;27;.931;3900000;0
62028;1331;56;0;0;0;0;.00nan;0;0
62028;3318;44;0;0;0;0;.00nan;0;0
62070;283;41;0;0;0;0;.00nan;0;0
62070;526;123;72;21;2;19;.905;3600000;0
62070;1835;123;0;0;0;0;.00nan;0;0
62070;3894;41;50;38;5;33;.868;3600000;0
61941;977;155;89;29;1;28;.966;3600000;0
61941;2720;58;0;0;0;0;.00nan;0;0
61941;2921;155;0;0;0;0;.00nan;0;0
61941;3395;58;49;31;4;27;.871;3600000;0
62098;1681;59;89;30;1;29;.967;3600000;0
62098;2809;47;65;46;5;41;.891;3600000;0
62098;4868;59;0;0;0;0;.00nan;0;0
62098;5740;47;0;0;0;0;.00nan;0;0
62850;8;44;76;22;1;21;.955;3600000;0
62850;2664;43;0;0;0;0;.00nan;0;0
62850;3318;44;0;0;0;0;.00nan;0;0
62850;5949;43;31;40;7;33;.825;3600000;0
61932;1371;45;66;19;1;18;.947;3600000;0
61932;1547;48;80;44;3;41;.932;3585000;0
61932;1614;45;0;0;0;0;.00nan;0;0
61932;3220;48;0;0;0;0;.00nan;0;0
62045;167;56;0;0;0;0;.00nan;0;0
62045;1331;56;65;19;1;18;.947;3600000;0
62045;3756;57;90;32;2;30;.938;3568000;0
62045;6985;57;0;0;0;0;.00nan;0;0
62871;864;33;88;47;3;44;.936;3600000;0
62871;2499;37;0;0;0;0;.00nan;0;0
62871;3066;33;0;0;0;0;.00nan;0;0
62871;3109;37;46;30;5;25;.833;3583000;0
62000;1547;48;0;0;0;0;.00nan;0;0
62000;1666;55;0;0;0;0;.00nan;0;0
62000;3220;48;77;37;3;34;.919;3592000;0
62000;3319;55;78;27;2;25;.926;3600000;0
62844;124;54;64;30;3;27;.900;3766000;0
62844;1130;40;0;0;0;0;.00nan;0;0
62844;1351;54;0;0;0;0;.00nan;0;0
62844;5923;40;74;41;4;37;.902;3766000;0
61969;1481;153;0;0;0;0;.00nan;0;0
61969;1852;153;58;29;4;25;.862;3600000;0
61969;2896;50;0;0;0;0;.00nan;0;0
61969;6571;50;74;45;5;40;.889;3550000;0
61965;283;41;67;25;2;23;.920;3600000;0
61965;2746;32;62;45;5;40;.889;3600000;0
61965;3240;32;0;0;0;0;.00nan;0;0
61965;3894;41;0;0;0;0;.00nan;0;0
61964;613;38;29;15;4;11;.733;943000;0
61964;863;62;0;0;0;0;.00nan;0;0
61964;1955;38;82;37;3;34;.919;2657000;0
61964;3656;62;27;15;4;11;.733;3600000;0
61948;526;123;0;0;0;0;.00nan;0;0
61948;1835;123;73;32;3;29;.906;3600000;0
61948;2809;47;30;23;5;18;.783;2518000;0
61948;5740;47;32;16;4;12;.750;1082000;0
62018;863;62;19;30;7;23;.767;3280000;0
62018;864;33;81;30;2;28;.933;3600000;0
62018;3066;33;0;0;0;0;.00nan;0;0
62018;3656;62;56;2;0;2;1.000;320000;0
62025;613;38;87;42;3;39;.929;3600000;0
62025;1955;38;0;0;0;0;.00nan;0;0
62025;2896;50;37;31;6;25;.806;3600000;0
62025;6571;50;0;0;0;0;.00nan;0;0
62030;665;125;90;51;4;47;.922;3600000;0
62030;737;125;0;0;0;0;.00nan;0;0
62030;2720;58;76;36;3;33;.917;3600000;0
62030;3395;58;0;0;0;0;.00nan;0;0
62238;8;44;0;0;0;0;.00nan;0;0
62238;167;56;0;0;0;0;.00nan;0;0
62238;1331;56;75;28;2;26;.929;3600000;0
62238;3318;44;52;41;7;34;.829;3600000;0
61963;2499;37;0;0;0;0;.00nan;0;0
61963;3109;37;95;54;1;53;.981;3900000;0
61963;3756;57;80;21;1;20;.952;3900000;0
61963;6985;57;0;0;0;0;.00nan;0;0
61934;704;36;0;0;0;0;.00nan;0;0
61934;1371;45;69;39;4;35;.897;3598000;0
61934;1614;45;0;0;0;0;.00nan;0;0
61934;1893;36;62;26;3;23;.885;3600000;0
61943;2664;43;71;31;3;28;.903;3900000;0
61943;2746;32;0;0;0;0;.00nan;0;0
61943;3240;32;85;41;3;38;.927;3900000;0
61943;5949;43;0;0;0;0;.00nan;0;0
61996;102;60;69;24;2;22;.917;3600000;0
61996;1218;60;0;0;0;0;.00nan;0;0
61996;1666;55;65;34;4;30;.882;3589000;0
61996;3319;55;0;0;0;0;.00nan;0;0
61917;124;54;0;0;0;0;.00nan;0;0
61917;650;53;62;21;2;19;.905;1631000;0
61917;1242;53;26;27;6;21;.778;1969000;0
61917;1351;54;75;30;2;28;.933;3600000;0
61958;977;155;91;18;1;17;.944;3900000;0
61958;1130;40;97;49;1;48;.980;3900000;0
61958;2921;155;0;0;0;0;.00nan;0;0
61958;5923;40;0;0;0;0;.00nan;0;0
62032;283;41;63;9;0;9;1.000;669000;0
62032;2720;58;0;0;0;0;.00nan;0;0
62032;3395;58;100;28;0;28;1.000;3600000;0
62032;3894;41;35;31;6;25;.806;2931000;0
62838;665;125;0;0;0;0;.00nan;0;0
62838;737;125;53;37;5;32;.865;3787000;0
62838;3756;57;0;0;0;0;.00nan;0;0
62838;6985;57;38;38;6;32;.842;3787000;0
61959;650;53;53;33;5;28;.848;3600000;0
61959;1242;53;0;0;0;0;.00nan;0;0
61959;1547;48;0;0;0;0;.00nan;0;0
61959;3220;48;16;25;6;19;.760;3569000;0
61951;102;60;88;42;3;39;.929;3900000;0
61951;526;123;0;0;0;0;.00nan;0;0
61951;1218;60;0;0;0;0;.00nan;0;0
61951;1835;123;88;46;3;43;.935;3900000;0
61999;124;54;49;39;5;34;.872;3576000;0
61999;1351;54;0;0;0;0;.00nan;0;0
61999;1919;34;0;0;0;0;.00nan;0;0
61999;6545;34;80;35;3;32;.914;3600000;0
62059;864;33;78;33;2;31;.939;3600000;0
62059;2127;59;0;0;0;0;.00nan;0;0
62059;3066;33;0;0;0;0;.00nan;0;0
62059;4868;59;62;37;5;32;.865;3600000;0
61994;977;155;0;0;0;0;.00nan;0;0
61994;1130;40;0;0;0;0;.00nan;0;0
61994;2921;155;59;26;3;23;.885;3900000;0
61994;5923;40;80;37;3;34;.919;3900000;0
61950;167;56;0;0;0;0;.00nan;0;0
61950;1331;56;85;43;3;40;.930;3600000;0
61950;1481;153;0;0;0;0;.00nan;0;0
61950;1852;153;25;21;5;16;.762;3534000;0
61992;283;41;78;19;1;18;.947;3600000;0
61992;613;38;0;0;0;0;.00nan;0;0
61992;1955;38;91;50;2;48;.960;3570000;0
61992;3894;41;0;0;0;0;.00nan;0;0
61939;704;36;0;0;0;0;.00nan;0;0
61939;1893;36;69;34;4;30;.882;3588000;0
61939;2746;32;79;31;2;29;.935;3600000;0
61939;3240;32;0;0;0;0;.00nan;0;0
61949;2809;47;100;44;2;42;.955;3684000;0
61949;2896;50;0;0;0;0;.00nan;0;0
61949;5740;47;0;0;0;0;.00nan;0;0
61949;6571;50;59;25;3;22;.880;3684000;0
61955;1371;45;85;28;2;26;.929;3600000;0
61955;1614;45;0;0;0;0;.00nan;0;0
61955;2499;37;0;0;0;0;.00nan;0;0
61955;3109;37;60;29;3;26;.897;3600000;0
61960;2809;47;94;53;4;49;.925;3600000;0
61960;2896;50;82;24;1;23;.958;3600000;0
61960;5740;47;0;0;0;0;.00nan;0;0
61960;6571;50;0;0;0;0;.00nan;0;0
62033;1666;55;61;6;0;6;1.000;819000;0
62033;2720;58;0;0;0;0;.00nan;0;0
62033;3319;55;25;30;7;23;.767;2781000;0
62033;3395;58;65;35;4;31;.886;3600000;0
61952;167;56;86;26;1;25;.962;3600000;0
61952;704;36;90;35;2;33;.943;3567000;0
61952;1331;56;0;0;0;0;.00nan;0;0
61952;1893;36;0;0;0;0;.00nan;0;0
62080;864;33;0;0;0;0;.00nan;0;0
62080;2127;59;57;40;6;34;.850;3535000;0
62080;3066;33;69;35;4;31;.886;3600000;0
62080;4868;59;0;0;0;0;.00nan;0;0
62004;1130;40;0;0;0;0;.00nan;0;0
62004;1547;48;49;20;3;17;.850;3844000;0
62004;3220;48;0;0;0;0;.00nan;0;0
62004;5923;40;85;44;4;40;.909;3876000;0
62017;613;38;62;47;6;41;.872;3600000;0
62017;665;125;40;30;5;25;.833;3600000;0
62017;737;125;0;0;0;0;.00nan;0;0
62017;1955;38;0;0;0;0;.00nan;0;0
61942;1371;45;68;39;4;35;.897;3900000;0
61942;1481;153;51;27;4;23;.852;3900000;0
61942;1614;45;0;0;0;0;.00nan;0;0
61942;1852;153;0;0;0;0;.00nan;0;0
62868;650;53;86;47;3;44;.936;3600000;0
62868;863;62;0;0;0;0;.00nan;0;0
62868;1242;53;0;0;0;0;.00nan;0;0
62868;3656;62;66;23;2;21;.913;3600000;0
61981;2499;37;59;25;4;21;.840;3736000;0
61981;2664;43;60;36;5;31;.861;3736000;0
61981;3109;37;0;0;0;0;.00nan;0;0
61981;5949;43;0;0;0;0;.00nan;0;0
62014;8;44;67;36;4;32;.889;3588000;0
62014;124;54;0;0;0;0;.00nan;0;0
62014;1351;54;82;35;3;32;.914;3600000;0
62014;3318;44;0;0;0;0;.00nan;0;0
61991;1919;34;57;32;4;28;.875;3600000;0
61991;3756;57;100;27;0;27;1.000;3600000;0
61991;6545;34;0;0;0;0;.00nan;0;0
61991;6985;57;0;0;0;0;.00nan;0;0
62008;977;155;56;11;1;10;.909;3049000;0
62008;2664;43;60;9;0;9;1.000;951000;0
62008;2921;155;31;8;3;5;.625;551000;0
62008;5949;43;38;34;6;28;.824;2567000;0
62106;650;53;0;0;0;0;.00nan;0;0
62106;1242;53;72;27;3;24;.889;3570000;0
62106;3756;57;72;26;1;25;.962;3600000;0
62106;6985;57;0;0;0;0;.00nan;0;0
62388;8;44;82;17;0;17;1.000;3600000;0
62388;526;123;0;0;0;0;.00nan;0;0
62388;1835;123;47;42;6;36;.857;3600000;0
62388;3318;44;0;0;0;0;.00nan;0;0
61901;102;60;66;34;4;30;.882;3556000;0
61901;863;62;48;19;3;16;.842;3600000;0
61901;1218;60;0;0;0;0;.00nan;0;0
61901;3656;62;0;0;0;0;.00nan;0;0
62110;665;125;73;21;1;20;.952;3600000;0
62110;737;125;0;0;0;0;.00nan;0;0
62110;2127;59;0;0;0;0;.00nan;0;0
62110;4868;59;67;19;2;17;.895;3600000;0
62231;864;33;83;30;2;28;.933;3600000;0
62231;1919;34;64;42;5;37;.881;3600000;0
62231;3066;33;0;0;0;0;.00nan;0;0
62231;6545;34;0;0;0;0;.00nan;0;0
62074;650;53;0;0;0;0;.00nan;0;0
62074;1130;40;0;0;0;0;.00nan;0;0
62074;1242;53;64;29;3;26;.897;3600000;0
62074;5923;40;100;31;0;31;1.000;3600000;0
62049;665;125;0;0;0;0;.00nan;0;0
62049;737;125;97;40;1;39;.975;3557000;0
62049;977;155;0;0;0;0;.00nan;0;0
62049;2921;155;90;16;0;16;1.000;3600000;0
62040;8;44;49;30;5;25;.833;3596000;0
62040;1666;55;0;0;0;0;.00nan;0;0
62040;3318;44;0;0;0;0;.00nan;0;0
62040;3319;55;56;28;4;24;.857;3600000;0
62138;283;41;92;34;1;33;.971;3600000;0
62138;864;33;0;0;0;0;.00nan;0;0
62138;3066;33;75;31;2;29;.935;3545000;0
62138;3894;41;0;0;0;0;.00nan;0;0
62097;613;38;30;16;4;12;.750;972000;0
62097;1955;38;53;29;3;26;.897;2575000;0
62097;2127;59;68;38;5;33;.868;3600000;0
62097;4868;59;0;0;0;0;.00nan;0;0
61975;526;123;0;0;0;0;.00nan;0;0
61975;1835;123;53;25;3;22;.880;3600000;0
61975;2746;32;41;25;4;21;.840;3600000;0
61975;3240;32;0;0;0;0;.00nan;0;0
61978;1371;45;41;34;6;28;.824;2873000;0
61978;1481;153;0;0;0;0;.00nan;0;0
61978;1614;45;56;7;0;7;1.000;727000;0
61978;1852;153;62;22;2;20;.909;3600000;0
61976;102;60;45;32;6;26;.813;3600000;0
61976;1218;60;0;0;0;0;.00nan;0;0
61976;2896;50;100;33;0;33;1.000;3600000;0
61976;6571;50;0;0;0;0;.00nan;0;0
62879;167;56;0;0;0;0;.00nan;0;0
62879;863;62;0;0;0;0;.00nan;0;0
62879;1331;56;77;18;1;17;.944;3600000;0
62879;3656;62;42;27;4;23;.852;3600000;0
62056;283;41;0;0;0;0;.00nan;0;0
62056;650;53;74;31;3;28;.903;3643000;0
62056;1242;53;0;0;0;0;.00nan;0;0
62056;3894;41;71;38;4;34;.895;3643000;0
62064;1547;48;72;34;3;31;.912;3600000;0
62064;2720;58;0;0;0;0;.00nan;0;0
62064;3220;48;0;0;0;0;.00nan;0;0
62064;3395;58;15;26;7;19;.731;3600000;0
62038;167;56;56;20;3;17;.850;3600000;0
62038;613;38;56;38;5;33;.868;3555000;0
62038;1331;56;0;0;0;0;.00nan;0;0
62038;1955;38;0;0;0;0;.00nan;0;0
61972;1919;34;0;0;0;0;.00nan;0;0
61972;2809;47;70;37;4;33;.892;3545000;0
61972;5740;47;0;0;0;0;.00nan;0;0
61972;6545;34;100;45;3;42;.933;3600000;0
61995;2746;32;0;0;0;0;.00nan;0;0
61995;3240;32;40;40;7;33;.825;3600000;0
61995;3756;57;80;25;1;24;.960;3600000;0
61995;6985;57;0;0;0;0;.00nan;0;0
62007;863;62;67;49;4;45;.918;3600000;0
62007;1481;153;72;19;1;18;.947;3600000;0
62007;1852;153;0;0;0;0;.00nan;0;0
62007;3656;62;0;0;0;0;.00nan;0;0
61983;124;54;96;24;0;24;1.000;3600000;0
61983;1351;54;0;0;0;0;.00nan;0;0
