Game Id;Period;Time;Scorer;Assist 1;Assist 2;TeamId;Note;SQ
49955;2;721;6142;8185;469;21;ES;4
49955;2;1181;1655;5882;6249;21;ES;3
49955;3;165;5917;1393;1292;9;ES;3
49955;3;312;2827;1767;5894;9;ES;3
49955;3;643;1149;6142;5882;21;ES;3
49955;3;968;305;1149;469;21;ES;1
50227;2;304;6119;1138;2053;19;ES;2
50227;2;1151;5898;5394;;19;ES;4
50227;3;28;1070;1821;3288;26;ES;4
50227;3;153;1912;5951;5871;19;ES;2
50227;3;342;959;6119;1912;19;ES;2
50227;3;364;5951;6119;6001;19;ES;2
50229;1;508;5553;1096;6437;17;PP;3
50229;1;670;340;1415;512;17;ES;1
50229;2;301;1856;1739;1096;17;ES;3
50229;2;1197;6437;1096;5774;17;ES;3
50229;3;369;6216;512;6437;17;ES;3
50229;3;700;6437;802;340;17;ES;1
50231;1;594;1359;2829;6074;2;PP;3
50231;1;743;5730;6074;3818;2;ES;3
50231;2;462;1648;1359;1999;2;ES;3
50231;2;490;2078;;;23;ES;4
50231;3;390;7063;1217;2697;2;ES;3
50233;1;33;771;3268;5892;31;ES;2
50233;2;411;6489;2927;1623;31;ES;2
50233;3;551;5922;3331;6193;31;ES;2
50235;1;1075;1260;1760;6191;9;ES;1
50235;2;973;1760;6447;1909;9;ES;3
50235;3;1178;1760;6191;6447;9;ES, ENG;3
50235;3;1199;1953;;;9;ES;4
50237;1;521;6121;2739;1244;124;ES;1
50237;2;245;899;1820;5447;124;ES;1
50237;2;470;2048;5509;1655;21;ES;4
50237;2;1114;5882;6142;5509;21;ES;2
50237;3;1162;1655;1927;956;21;ES;3
50239;1;416;5713;6011;5638;25;ES;3
50239;2;172;1029;5885;1842;0;ES;4
50239;2;400;1040;883;6279;25;PP;4
50239;2;644;5857;1391;1575;0;ES;3
50239;2;679;1040;519;6011;25;ES;2
50239;2;976;1029;6439;1400;0;ES;3
50239;3;490;7064;5736;5579;25;ES;2
50239;3;611;1833;1400;6660;0;ES;3
50239;OT1;98;5579;1243;6451;25;ES;2
50241;1;188;1817;1057;6453;29;SH;1
50241;2;1196;207;1057;1817;29;ES;3
50241;3;336;758;6048;3138;30;PP;2
50241;3;450;814;1429;6048;30;ES;2
50241;OT1;251;3633;676;1572;30;ES;2
50243;1;264;5908;522;6432;8;PP;3
50243;1;390;5651;153;5966;3;ES;2
50243;1;788;1232;861;5618;8;ES;3
50243;1;1074;6432;1750;1724;8;PP;3
50243;1;1159;522;1724;3440;8;ES;3
50243;2;71;5866;6470;2005;3;PP;2
50243;2;450;5908;;;8;PP;4
50243;2;936;861;1232;1724;8;ES;1
50245;1;1071;3299;6465;6450;1;ES;4
50245;1;1106;6441;866;5954;10;ES;2
50245;2;227;1086;473;1976;1;PP;4
50245;2;569;849;2041;5954;10;ES;3
50245;2;1008;1086;1976;1544;1;PP;4
50245;2;1126;1086;1262;1544;1;ES;4
50245;3;766;6465;6450;7031;1;ES;3
50247;1;483;1769;5865;6431;7;ES;3
50247;1;680;6452;5896;6431;7;ES;1
50247;1;874;2722;6258;2874;24;ES;3
50247;2;56;1273;;;7;ES;2
50247;2;469;6431;;;7;ES;4
50247;2;560;1866;5652;662;24;ES;1
50247;2;913;1273;1165;1769;7;PP;3
50247;2;1135;1385;2092;231;7;ES;2
50247;3;353;5896;1769;1273;7;PP;3
50247;3;470;2092;5896;5861;7;ES;1
50247;3;903;5896;6431;6452;7;ES;3
50247;3;1019;1769;1990;231;7;ES;2
50249;1;355;366;6509;6550;12;ES;2
50249;1;404;1383;5864;5878;28;ES;4
50249;1;440;5886;6509;5560;12;PP;2
50249;1;1055;5860;;;28;ES;3
50249;2;220;6027;5699;1822;12;ES;1
50249;3;1134;1774;1803;;12;ES, ENG;2
50249;3;1164;5699;6027;1822;12;ES, ENG;4
50251;1;1128;1424;6507;6322;14;ES;2
50251;2;42;1424;6507;1255;14;ES;3
50251;2;114;6522;834;6501;27;ES;4
50251;2;162;6449;3759;1509;14;ES;2
50251;2;1056;1255;1827;6322;14;ES;1
50251;3;624;6322;1827;5460;14;PP;3
50251;3;796;1424;1073;16;14;ES;2
50251;3;1196;774;1424;16;14;ES;1
50253;1;1188;7612;8169;5929;1;ES;3
50253;2;161;2842;1939;2879;18;ES;1
50253;2;342;402;6528;6468;1;ES;1
50253;2;1019;6475;1043;5910;18;ES;3
50253;3;316;5929;5484;6005;1;PP;2
50253;3;1199;7070;5929;402;1;ES, ENG;1
50255;1;223;5383;5654;689;2;PP;1
50255;1;574;5671;1602;1868;21;ES;2
50255;1;1085;1868;5432;6329;21;ES;3
50255;1;1105;689;6344;5383;2;ES;4
50255;2;381;1230;5859;1261;2;ES;4
50255;2;507;2734;1176;1602;21;ES;2
50255;2;1027;6344;1763;2003;2;ES;4
50255;3;897;3219;6329;5671;21;ES;3
50255;3;1125;3219;6329;5671;21;ES;3
50257;2;75;5652;8184;2013;24;ES;3
50257;2;547;5652;8184;1866;24;ES;3
50257;3;114;6401;6445;6058;26;ES;4
50257;3;989;2722;6258;;24;ES;3
50257;3;1196;2040;6258;;24;ES, ENG;3
50259;1;85;1944;1905;1524;31;ES;3
50259;2;195;5440;3774;;31;PP;3
50259;2;233;6381;875;;27;ES;3
50259;2;538;1944;1905;1524;31;ES;3
50259;2;1195;834;;;27;ES;3
50259;3;346;6381;6457;829;27;PP;3
50259;OT1;36;6457;6590;;27;ES;3
50261;1;260;6612;801;1426;152;ES;3
50261;1;564;2020;6612;5901;152;ES;3
50261;2;158;2852;801;2033;152;ES;1
50261;2;219;3218;392;2852;152;ES;3
50261;2;432;5735;6640;791;0;ES;3
50261;2;1046;6105;1392;1400;0;ES;2
50261;2;1166;2855;2020;6612;152;ES;1
50263;1;41;1673;8171;5933;124;ES;1
50263;2;92;1173;1048;5876;20;ES;1
50263;2;547;5905;1173;3674;20;PP;3
50263;2;656;5684;8171;5982;124;ES;4
50263;2;837;5876;5535;1404;20;ES;3
50263;2;870;6235;819;1766;20;ES;2
50263;3;23;1173;819;1766;20;ES;1
50265;1;433;6027;6826;6550;12;ES;2
50265;1;729;1434;6322;204;14;ES;3
50265;1;916;5886;6492;5560;12;ES;1
50265;2;328;1774;;;12;PP;4
50265;2;449;6826;1774;3887;12;PP;3
50265;2;461;6322;1424;774;14;ES;3
50265;2;802;366;5790;;12;ES;2
50265;2;991;1434;6536;6322;14;ES;3
50265;2;1086;1424;6459;5873;14;ES;4
50265;2;1143;6536;1279;6507;14;PP;4
50265;3;681;5495;3887;1465;12;ES;2
50265;3;1188;1774;3400;5790;12;ES, ENG;1
50265;3;1196;6492;5560;5990;12;ES;2
50267;1;474;802;839;941;17;ES;2
50267;2;319;6011;217;111;25;PP;3
50267;2;642;3890;1644;340;17;SH;2
50267;2;781;512;1526;5945;17;ES;4
50267;2;875;946;802;1415;17;ES;1
50269;2;561;6508;3633;6504;30;ES;3
50269;2;742;1896;1817;6254;29;ES;3
50269;2;841;876;1459;6360;29;ES;2
50269;3;215;758;5375;5605;30;PP;3
50269;3;505;3633;6504;1890;30;ES;3
50269;3;894;758;6048;6433;30;PP;3
50271;1;259;1232;5618;1019;8;ES;4
50271;1;574;1912;1656;5871;19;PP;1
50271;1;654;513;1138;6001;19;ES;3
50271;2;357;6432;1750;5908;8;ES;2
50271;2;768;401;1750;1724;8;PP;4
50271;2;1076;1232;5858;1724;8;ES;4
50271;3;81;472;5898;5394;19;ES;2
50271;3;618;5898;472;6082;19;ES;2
50271;3;845;2766;1138;513;19;ES;3
50273;1;405;1804;5632;6358;3;ES;4
50273;2;134;7609;1113;6013;28;ES;3
50273;2;862;6358;881;3165;3;PP;2
50273;2;952;3165;1506;1804;3;ES;3
50273;2;958;1223;;;28;ES;2
50273;2;1065;1223;1023;5864;28;ES;3
50273;3;69;5632;3398;6310;3;ES;3
50273;3;637;6315;664;1347;3;ES;2
50273;3;778;6013;1113;;28;ES;4
50273;3;1184;664;5566;1506;3;ES, ENG;2
50275;1;442;118;1954;1339;10;PP;2
50275;1;959;1954;1808;815;10;ES;3
50275;2;310;6179;3256;5811;23;ES;2
50275;2;643;714;118;1616;10;ES;2
50275;2;689;1954;1339;1398;10;ES;3
50275;3;477;1339;1616;940;10;ES;4
50275;3;603;714;729;5954;10;SH;3
50275;3;709;1954;3888;5954;10;ES;2
50277;1;341;5865;231;1769;7;ES;3
50277;2;97;2092;1595;6431;7;ES;2
50277;2;295;1292;6434;5995;9;ES;3
50277;2;664;5865;1769;5861;7;ES;2
50277;2;942;2880;3107;1977;9;ES;2
50277;2;1118;1646;824;5391;9;ES;2
50277;3;214;2880;5995;5472;9;ES;3
50277;3;241;6434;853;1363;9;ES;4
50277;3;266;475;5896;5861;7;ES;1
50277;3;844;921;1273;137;7;ES;1
50277;3;900;1292;1363;;9;ES;4
50277;3;1158;2880;853;6434;9;ES, ENG;3
50279;1;48;6330;8184;6456;24;PP;4
50279;2;171;6258;6456;6330;24;ES;3
50279;3;835;6432;5858;128;8;ES;4
50279;3;1049;5969;3440;600;8;ES;3
50281;2;676;2853;5625;5377;23;ES;1
50281;2;902;5410;2078;6043;23;ES;1
50281;3;207;1460;68;;152;ES;3
50281;3;330;1258;5879;5912;152;ES;3
50283;1;361;5384;1083;7614;31;ES;1
50283;1;1009;1083;3774;7068;31;ES;1
50283;2;700;3400;6509;1465;12;SH;3
50283;3;685;5560;3400;;12;ES;3
50283;OT1;292;1083;5772;1585;31;ES;4
50285;2;72;1024;6470;6587;3;ES;2
50285;2;179;5486;6162;1101;124;ES;3
50285;2;196;6185;8730;1120;124;ES;2
50285;2;371;5767;5900;94;3;ES;2
50285;2;599;407;5702;2052;3;ES;2
50285;2;1055;8171;1673;6185;124;PP;1
50285;2;1080;5486;1120;221;124;ES;2
50287;1;700;5890;1976;7031;1;PP;2
50287;1;822;816;473;1976;1;ES;4
50287;2;260;6465;1544;5883;1;ES;2
50287;2;682;1976;6498;473;1;PP;4
50287;3;672;1976;6498;473;1;ES;3
50287;3;931;6449;867;6322;14;ES;1
50287;3;1031;1134;774;1434;14;ES;3
50287;3;1057;774;1434;1134;14;ES;1
50287;3;1197;473;5890;5697;1;ES, ENG;2
50289;2;677;1252;2859;6279;25;ES;2
50289;2;738;1243;1040;6011;25;ES;1
50289;2;1100;6504;814;502;30;ES;3
50289;3;53;1040;6011;519;25;ES;3
50289;3;293;5579;1040;519;25;ES;1
50289;3;1197;1252;5736;2859;25;ES;1
50291;1;946;118;1616;2850;10;ES;2
50291;1;992;7611;7617;1393;28;ES;2
50291;2;223;940;3888;1672;10;ES;2
50291;2;478;5878;7066;5860;28;ES;3
50291;2;1092;5878;82;7611;28;ES;2
50291;3;128;118;940;729;10;ES;3
50291;3;844;1954;849;1339;10;ES;2
50291;3;863;878;82;1113;28;ES;4
50293;1;731;137;1385;1595;7;ES;3
50293;1;940;5896;6431;5861;7;PP;3
50293;2;127;6191;1292;1773;9;PP;3
50293;2;357;6447;1767;764;9;ES;3
50293;2;997;2880;1715;1977;9;ES;3
50293;3;165;6191;1340;853;9;ES;4
50293;3;1197;2880;5917;6434;9;ES, ENG;2
50295;1;120;1644;332;946;17;SH;2
50295;3;127;3693;7606;6660;0;ES;3
50295;3;917;839;340;802;17;ES;3
50295;3;1042;1391;;;0;ES;4
50295;3;1084;512;1096;1526;17;ES;2
50295;3;1132;1391;215;1400;0;ES;4
50295;OT1;42;512;1526;;17;ES;2
50297;1;884;353;3309;1817;29;ES;4
50297;1;1109;6448;3817;93;18;ES;4
50297;2;221;2844;;;18;ES;2
50297;2;809;1791;5619;3817;18;ES;2
50297;3;485;93;717;1327;18;ES;1
50297;3;516;5694;43;2723;18;ES;1
50297;3;1066;876;3309;2035;29;ES;3
50299;1;360;6522;5779;2091;27;ES;3
50299;1;782;6501;1103;829;27;ES;1
50299;1;868;1432;1821;965;26;SH;2
50299;2;129;1821;965;1;26;ES;4
50299;2;256;6100;5880;5953;26;ES;1
50299;2;606;6100;1070;5880;26;ES;3
50299;2;1010;2091;6501;6457;27;PP;3
50299;3;1157;618;1627;6401;26;ES, ENG;1
50301;2;155;5961;6320;7615;2;ES;4
50301;2;302;7063;565;1359;2;ES;2
50301;2;537;5951;2053;2527;19;ES;1
50301;2;775;1359;565;2829;2;ES;3
50301;3;412;5951;2053;;19;ES;2
50303;1;456;2048;305;6166;21;ES;3
50303;1;1144;6235;1766;2731;20;ES;4
50303;2;128;5876;1152;1404;20;ES;4
50303;2;1097;1655;1877;1149;21;ES;2
50303;3;131;1877;1655;8185;21;ES;4
50303;3;973;1048;1404;5876;20;ES;2
50305;1;42;215;1400;1029;0;ES;1
50305;1;604;6244;1833;1924;0;ES;3
50305;1;952;1100;5779;829;27;ES;3
50305;2;1030;5735;6244;791;0;ES;2
50305;2;1066;1317;834;875;27;ES;2
50305;2;1111;6439;6105;7606;0;ES;2
50305;3;127;215;1029;6994;0;PP;1
50305;3;729;1842;1924;1833;0;ES;3
50307;1;58;7071;717;6688;18;ES;3
50307;1;331;353;227;;29;ES;2
50307;1;738;876;6360;227;29;ES;3
50307;2;536;1327;1069;7071;18;ES;2
50307;3;544;1896;3309;788;29;ES;3
50309;1;368;1572;1890;814;30;ES;1
50309;1;518;1429;1576;1187;30;ES;2
50309;2;152;2950;814;;30;ES;1
50311;1;488;472;5898;6082;19;ES;3
50311;1;1036;3674;5905;6565;20;PP;1
50311;2;511;5871;5951;2053;19;ES;1
50311;2;614;6119;959;6001;19;ES;3
50311;3;58;5905;1173;3674;20;PP;1
50311;3;130;5876;5899;5946;20;SH;4
50311;3;640;790;959;6119;19;ES;1
50313;1;175;6449;867;5460;14;ES;4
50313;1;505;6322;867;16;14;ES;2
50313;1;1093;774;1424;6507;14;ES;1
50313;2;1132;5652;8184;1866;24;PP;3
50313;3;93;5652;6130;6330;24;PP;2
50313;3;663;2090;315;1134;14;ES;4
50315;1;33;1292;1260;1773;9;ES;3
50315;1;221;1040;6451;1243;25;PP;3
50315;1;1031;1252;111;1040;25;PP;3
50315;2;601;5356;1040;2045;25;ES;2
50315;2;873;1909;1773;1340;9;ES;2
50315;3;73;5894;1292;1977;9;SH;3
50315;3;686;6447;764;1260;9;ES;2
50315;3;838;1646;6191;6447;9;ES;3
50315;3;931;2859;883;6279;25;ES;3
50315;3;1153;5917;;;9;ES, ENG;2
50317;1;108;1413;1113;6013;28;ES;3
50317;1;238;946;802;1096;17;PP;1
50317;1;477;878;5878;1145;28;ES;2
50317;1;879;1096;967;512;17;ES;3
50317;1;1107;5459;7611;1145;28;ES;2
50317;2;561;1413;6013;1113;28;ES;3
50317;3;195;5860;1393;6013;28;PP;3
50317;3;1008;7066;6426;1393;28;ES;1
50319;1;607;1165;137;;7;ES;3
50319;1;734;5865;231;1769;7;ES;3
50319;1;827;137;1165;5441;7;ES;3
50319;2;99;5865;231;1769;7;ES;3
50319;2;662;6156;2451;5772;31;ES;1
50319;3;485;231;766;1769;7;ES;3
50319;3;500;1273;6431;1990;7;ES;2
50319;3;703;231;5896;6452;7;ES;2
50319;3;1197;1165;1990;1595;7;ES;4
50321;1;341;6432;5969;1525;8;ES;2
50321;1;1025;5908;1724;1750;8;PP;2
50321;2;514;5969;522;7067;8;ES;2
50321;2;929;128;5969;1525;8;ES;3
50321;2;967;1724;128;5969;8;ES;2
50321;2;1040;5618;1750;861;8;ES;2
50321;3;881;5908;522;1525;8;ES;2
50321;3;938;1525;522;5908;8;ES;3
50321;3;1190;1232;1019;5969;8;ES;4
50323;1;737;1976;1544;6498;1;PP;3
50323;1;962;3299;6465;5875;1;SH;3
50323;2;16;1086;1544;1976;1;PP;1
50323;2;234;8169;6226;1544;1;ES;3
50323;2;654;3299;1544;5484;1;ES;3
50323;2;710;6465;3299;6498;1;ES;4
50323;2;901;1217;1359;6989;2;ES;3
50323;2;1145;1648;7063;2697;2;ES;3
50325;3;187;3887;3400;1465;12;ES;2
50325;3;1181;2724;5785;2852;152;ES;4
50327;1;298;1627;1198;5881;26;ES;3
50327;1;649;1024;6600;7019;3;ES;1
50327;2;253;5591;;;3;PP;2
50327;2;703;1627;5881;6445;26;ES;2
50327;3;141;6445;5881;1627;26;ES;3
50327;3;770;5867;8733;5702;3;SH;3
50327;3;831;407;;;3;ES;3
50327;3;936;6401;1821;965;26;ES;2
50329;1;188;896;2048;5862;21;ES;3
50329;1;676;3347;5913;901;23;ES;2
50329;1;1056;1375;1149;1868;21;ES;3
50329;1;1104;1149;1375;5773;21;ES;4
50329;3;236;6179;;;23;PP;4
50329;3;824;1851;6179;6236;23;PP;3
50329;3;901;1375;1149;8185;21;ES;3
50329;3;1179;1927;961;896;21;ES, ENG;3
50331;1;187;5969;1750;128;8;ES;4
50331;1;696;3890;1739;332;17;ES;1
50331;2;634;5969;522;861;8;ES;3
50331;2;1011;5774;1256;1102;17;ES;1
50331;2;1160;861;1232;1019;8;ES;3
50331;3;1184;5908;522;5682;8;ES, ENG;2
50333;1;746;1569;1865;2730;30;ES;3
50333;2;105;6433;;;30;ES;4
50333;2;365;1766;6235;6565;20;ES;3
50333;3;509;1569;2950;7;30;ES;3
50333;3;716;5876;1404;1173;20;ES;3
50335;2;100;2052;3165;;3;ES;3
50335;2;581;1113;6013;7607;28;ES;1
50335;2;1122;5864;1383;5422;28;ES;2
50337;1;160;1833;5857;791;0;ES;2
50337;1;233;2035;6360;1450;29;ES;2
50337;1;356;1459;3309;788;29;ES;1
50337;1;555;1029;5735;1391;0;ES;2
50337;2;139;1924;1833;3693;0;ES;1
50337;2;236;6453;1450;2035;29;ES;2
50337;2;376;3309;788;614;29;ES;2
50337;2;483;2026;1029;1842;0;ES;3
50337;2;873;6105;5885;6439;0;ES;3
50337;2;1064;353;;;29;ES;3
50337;3;153;788;1817;;29;ES;3
50337;3;179;1924;791;5857;0;ES;1
50337;3;535;6660;6105;3693;0;ES;1
50337;3;1139;227;353;6254;29;ES;2
50337;OT1;15;1901;;;29;ES;2
50339;2;172;6361;;;1;ES;4
50339;2;372;1976;473;1544;1;PP;3
50339;3;1077;816;6226;;1;ES;3
50339;3;1196;8169;;;1;ES;2
50341;1;676;2846;6567;;9;ES;3
50341;1;1198;1375;961;1927;21;ES;4
50341;2;182;1655;6166;2048;21;ES;3
50341;2;578;1760;1340;;9;ES;2
50341;2;968;6191;1909;853;9;ES;3
50341;2;1014;961;1927;1375;21;ES;2
50341;2;1162;1375;961;1927;21;ES;2
50341;3;388;1767;1953;1340;9;ES;2
50341;3;979;961;1149;5862;21;ES;3
50343;1;260;3865;;;31;ES;3
50343;1;582;1887;771;3865;31;ES;2
50343;1;777;475;5861;7619;7;ES;2
50343;2;193;887;5384;2843;31;ES;3
50343;3;154;1165;1385;137;7;ES;3
50343;3;296;1273;2092;1595;7;ES;4
50343;3;315;6489;1524;;31;ES;1
50343;3;845;1165;;;7;ES;4
50343;3;872;1626;2843;887;31;ES;2
50343;3;1195;1887;1626;3331;31;ES, ENG;3
50345;2;83;5907;2852;;152;ES;4
50345;2;112;5619;;;18;ES;3
50345;2;452;3317;;;152;PP;4
50345;2;565;6475;955;300;18;ES;1
50345;2;862;3412;5907;;152;ES;3
50345;2;968;7071;;;18;ES;4
50345;3;85;1069;1327;6448;18;ES;3
50345;3;1167;5619;6688;955;18;ES;2
50345;3;1197;7610;5694;5519;18;ES, ENG;2
50347;1;385;6445;5420;1425;26;PP;2
50347;1;748;6100;5880;1821;26;ES;2
50347;2;958;2013;6258;;24;ES;2
50349;1;703;7605;2697;2003;2;ES;3
50349;1;863;1867;6295;872;23;ES;3
50349;2;147;1745;739;5870;23;ES;1
50349;2;233;7605;2697;5182;2;ES;3
50349;2;298;2003;5859;1230;2;ES;3
50349;2;732;6295;2853;1867;23;PP;3
50349;2;1022;5870;2853;1867;23;PP;2
50349;3;1174;1867;872;2019;23;ES, ENG;2
50351;1;107;1040;6451;519;25;ES;3
50351;1;476;5713;2859;883;25;ES;3
50351;2;117;2859;;;25;ES;4
50351;2;710;5779;361;2091;27;ES;2
50351;2;887;883;111;;25;PP;3
50353;1;158;1912;2053;6119;19;SH;1
50353;1;244;1673;;;124;PP;4
50353;1;948;5951;5871;1656;19;ES;3
50353;2;33;5951;6335;1656;19;ES;3
50353;2;942;1377;1179;6420;124;ES;2
50353;3;329;790;;;19;ES;3
50353;3;1013;1673;;;124;ES;4
50353;3;1199;2527;;;19;ES;4
50355;1;81;6322;1134;1279;14;PP;2
50355;1;1030;1424;142;6507;14;ES;3
50355;1;1085;714;3172;118;10;ES;4
50355;2;245;6322;6507;1255;14;ES;4
50355;2;847;118;1339;1954;10;ES;3
50355;3;212;6507;6322;1279;14;ES;2
50355;3;272;118;714;1616;10;ES;3
50355;3;341;5897;5840;;10;ES;1
50355;3;539;6536;1255;1134;14;PP;1
50355;3;692;867;6459;;14;ES;2
50355;3;1148;6449;6507;377;14;ES, ENG;2
50357;1;44;6432;401;1724;8;ES;3
50357;1;461;217;;;25;ES;4
50357;1;485;5884;883;217;25;ES;1
50357;1;823;6432;522;1750;8;PP;3
50357;1;1044;1525;128;1756;8;ES;1
50357;1;1177;3440;1724;1232;8;ES;3
50357;2;37;6451;1252;6279;25;ES;2
50357;2;751;7067;1232;3440;8;ES;3
50357;3;415;5908;1724;1750;8;PP;4
50359;1;444;6465;7612;8169;1;ES;3
50359;2;128;6454;6032;7612;1;ES;3
50359;2;242;473;6361;5875;1;ES;4
50359;2;384;6468;402;473;1;ES;4
50359;3;55;1350;949;6444;23;ES;2
50359;3;302;911;6498;402;1;ES;2
50361;1;615;554;;;21;ES;2
50361;1;852;1198;5880;1;26;ES;2
50361;1;870;6166;896;305;21;ES;2
50361;1;888;6445;1;1198;26;ES;3
50361;2;202;5509;896;2734;21;ES;2
50361;2;340;5862;6247;;21;ES;4
50361;3;680;5862;5882;2048;21;ES;2
50361;3;860;1375;956;5862;21;ES;4
50361;3;906;1375;1868;1149;21;ES;1
50361;3;1174;965;6100;1;26;ES;2
50363;1;871;1173;;;20;PP;2
50363;2;357;5867;1804;5632;3;ES;4
50363;2;815;5876;1173;1448;20;ES;4
50363;3;807;5900;5966;6470;3;ES;3
50365;1;697;3331;3865;5892;31;SH;3
50365;2;642;6420;1859;6162;124;ES;3
50365;2;1198;754;1083;771;31;ES;1
50365;3;292;1106;5384;1524;31;ES;2
50365;3;317;5384;1524;1083;31;ES;2
50365;3;519;1377;1179;1983;124;ES;3
50365;3;657;8730;1179;8171;124;PP;1
50365;3;695;1120;5933;5486;124;ES;2
50365;3;992;1025;852;1083;31;ES;4
50365;3;1173;887;1025;5892;31;ES;3
50367;1;149;5422;1684;3775;28;ES;3
50367;1;381;760;1817;788;29;ES;4
50367;1;404;5878;3775;7609;28;ES;2
50367;2;954;2035;803;6453;29;ES;3
50367;2;1180;876;1057;2035;29;ES;3
50369;1;1043;6507;315;1255;14;ES;4
50369;2;41;5886;6550;366;12;SH;1
50369;2;482;6459;1255;3759;14;ES;4
50369;2;592;6322;377;6507;14;ES;3
50369;2;1166;6492;5560;1465;12;ES;2
50369;3;233;6492;5674;5560;12;ES;2
50369;3;964;6507;3759;5460;14;PP;3
50369;3;1046;1424;6459;;14;ES;2
50371;1;160;2846;1977;5391;9;PP;3
50371;1;697;5383;7063;1359;2;ES;1
50371;2;156;1587;2880;;9;ES;1
50371;2;223;689;1359;7063;2;ES;1
50371;2;841;689;2829;5383;2;PP;4
50371;2;938;5859;;;2;ES;4
50371;2;978;1230;1217;5730;2;ES;1
50371;2;1196;689;2829;1359;2;SH;3
50373;1;464;231;1990;5896;7;ES;1
50373;2;480;5861;5896;;7;ES;3
50373;2;512;7619;921;475;7;ES;3
50373;2;807;5896;1595;5861;7;PP;3
50373;3;571;1273;231;475;7;ES;2
50373;3;659;1990;5865;231;7;ES;2
50375;2;366;7071;;;18;ES;4
50375;3;348;5954;1339;849;10;ES;1
50375;3;1037;6435;1954;1826;10;ES;1
50375;3;1196;3888;5874;6441;10;SH, ENG;1
50377;1;801;1739;839;5945;17;ES;1
50377;2;80;3890;1748;1415;17;ES;3
50377;2;908;340;1739;;17;ES;1
50377;2;996;1786;1569;758;30;ES;4
50377;2;1065;1865;1429;758;30;PP;1
50377;2;1196;512;340;839;17;ES;2
50377;3;1196;802;5877;1526;17;ES, ENG;2
50379;1;132;1100;6501;5494;27;SH;4
50379;1;801;6381;1566;361;27;PP;3
50379;2;489;959;6001;1656;19;ES;3
50379;3;59;1100;491;;27;ES;4
50379;3;343;6082;6335;5898;19;ES;3
50379;3;896;6457;6381;5494;27;ES;3
50379;3;1196;1100;6381;1128;27;ES, ENG;1
50381;1;1079;3693;1029;5857;0;PP;3
50381;2;465;6258;6330;170;24;ES;2
50381;2;859;1391;1029;215;0;ES;3
50381;2;1020;6258;2722;;24;ES;2
50381;3;633;3693;1392;1833;0;ES;3
50381;3;819;1833;1575;5885;0;ES;2
50383;1;275;1769;475;1595;7;PP;3
50383;2;800;5865;1990;1595;7;ES;2
50383;2;902;1769;921;766;7;ES;3
50383;3;695;1069;93;5519;18;ES;2
50383;3;903;231;1595;1769;7;ES;4
50385;1;419;1083;771;3865;31;ES;3
50385;3;294;887;3865;852;31;ES;2
50385;3;719;1524;1623;754;31;ES;3
50385;3;1106;6433;1271;2950;30;ES;4
50387;1;197;1007;2005;2526;3;ES;2
50387;1;783;1040;209;6279;25;ES;3
50387;1;1072;1506;6470;1007;3;ES;1
50387;2;17;2052;407;1506;3;ES;2
50387;2;908;6279;217;1040;25;PP;1
50387;3;323;6279;1040;217;25;PP;2
50387;3;348;1007;2526;2005;3;ES;3
50387;3;1126;6451;1040;2045;25;ES;3
50387;3;1189;5884;6011;5638;25;ES;1
50389;1;605;2025;1646;1773;9;PP;2
50389;2;156;1767;1587;1977;9;ES;2
50389;2;420;6295;1867;1730;23;SH;3
50389;3;370;2959;1403;1745;23;ES;4
50389;3;831;1761;949;872;23;PP;3
50389;3;1094;1761;868;1350;23;ES;3
50391;1;109;5495;5990;343;12;ES;3
50391;3;842;5954;1339;5897;10;ES;1
50391;OT1;250;6399;3887;1774;12;ES;3
50393;1;701;6989;943;3818;2;ES;1
50393;1;1173;834;6457;6501;27;ES;1
50393;2;36;6501;430;361;27;ES;1
50393;2;288;1566;1662;491;27;SH;1
50393;2;794;6381;1128;361;27;PP;2
50393;3;560;2091;3812;5763;27;ES;4
50393;3;916;1261;6989;3818;2;ES;4
50395;1;201;7611;5878;1785;28;ES;3
50395;2;47;6453;1057;1459;29;ES;2
50395;2;448;5869;6466;5473;29;ES;1
50395;2;684;7617;6426;5422;28;ES;2
50395;3;191;6426;5761;7617;28;ES;2
50395;3;457;803;6360;2035;29;ES;3
50395;3;1032;3775;1383;7607;28;ES;4
50395;3;1179;7066;6013;5860;28;ES;3
50397;1;289;401;128;861;8;ES;2
50397;2;811;5862;1375;305;21;PP;2
50397;OT1;124;522;6432;401;8;PP;2
50399;1;923;6162;221;5933;124;ES;4
50399;2;380;1377;1179;6420;124;ES;4
50399;3;836;6162;1377;748;124;ES;2
50401;1;129;967;6216;6437;17;ES;1
50401;1;166;1627;3105;618;26;ES;3
50401;1;997;5881;1821;618;26;ES;3
50401;2;174;6437;1415;6216;17;ES;2
50401;2;1191;5880;6401;6205;26;ES;1
50403;1;533;1916;971;5879;152;PP;1
50403;1;708;5871;5951;1656;19;ES;2
50403;2;210;1258;5912;2033;152;PP;3
50403;2;545;1258;2033;5879;152;ES;1
50403;3;1117;6082;5898;6001;19;ES;1
50403;3;1194;2724;882;5901;152;ES, ENG;2
50405;1;775;867;1073;1255;14;ES;3
50405;1;824;1448;6565;5899;20;ES;2
50405;1;890;1424;;;14;ES;2
50405;1;937;1048;1152;1404;20;ES;3
50405;2;151;6565;5905;1173;20;SH;4
50405;3;273;6459;5873;1841;14;ES;4
